,이름,X,Y,대분류,탄소배출량
2621,히떼 로스터리,129.0681982,35.1557511,커피,0.18
2622,스스키노,129.0640821,35.1574098,밥류,0.414
2623,베르크 로스터스,129.0662915,35.152613,커피,0.18
2624,치히로식당,129.0678283,35.1526355,생선류,5.933
2625,반핀,129.0627884,35.1583676,밥류,0.414
2626,고메,129.0647029,35.1536726,밥류,0.414
2627,버거샵,129.0631742,35.1584904,패스트푸드류,2.6
2628,33게이트,129.0642093,35.1587517,커피,0.18
2629,소연옥,129.0666839,35.1540878,돼지고기류,1.6
2630,도우개러지,129.0647178,35.1573411,패스트푸드류,2.6
2631,얼룩,129.0681377,35.1553189,커피,0.18
2632,디노브런치,129.064683,35.1546733,밥류,0.414
2633,포포포,129.0631185,35.1550566,면류,1.3
2634,W.C.R.D 나의피는라멘으로되어있어,129.0682554,35.1525687,면류,1.3
2635,이터널선샤인,129.0646418,35.1590905,밥류,0.414
2636,구프,129.0682455,35.1526499,커피,0.18
2637,노이,129.0673172,35.1555245,소고기류,7.833
2638,FM coffee,129.0637495,35.1546274,커피,0.18
2639,이네,129.0627706,35.1586833,주류,0.32
2640,223,129.0681703,35.153615,커피,0.18
2641,더프타운,129.067321,35.1566512,패스트푸드류,2.6
2642,조장,129.0664231,35.1576506,닭고기류,0.3
2643,바모스,129.0631185,35.1550566,밥류,0.414
2644,노이알트,129.0668535,35.1586744,커피,0.18
2645,HOXY,129.0647107,35.155953,밥류,0.414
2646,상호미지수,129.0642823,35.1601392,돼지고기류,1.6
2647,향미공간,129.0646438,35.1584054,커피,0.18
2648,태광정밀,129.0649232,35.1596288,주류,0.32
2649,리액트,129.0646196,35.1599109,커피,0.18
2650,갓잇,129.0639809,35.1555358,닭고기류,0.3
2651,키토니,129.0666973,35.1525914,돼지고기류,1.6
2652,복성,129.0624716,35.1610115,면류,1.3
2653,고기로 하나 되는 순간,129.0639408,35.1575192,돼지고기류,1.6
2654,이또이스시,129.0680217,35.1523184,생선류,5.933
2655,이재모피자 서면별관,129.0649746,35.1551485,패스트푸드류,2.6
2656,3found,129.0634965,35.1537373,면류,1.3
2657,온담,129.0649508,35.1566901,돼지고기류,1.6
2658,소요리,129.0647207,35.1567191,주류,0.32
2659,호맥,129.0646107,35.1567021,주류,0.32
2660,고더샵,129.0662363,35.1576342,커피,0.18
2661,컨트리맨즈,129.0625974,35.1546466,패스트푸드류,2.6
2662,스테레오타입 오브 부산,129.0645865,35.1548454,생선류,5.933
2663,소문난 손칼국수 밀면,129.0659629,35.1543466,생선류,5.933
2664,테넌츠 커피바,129.0664011,35.152603,커피,0.18
2665,카페 더덤,129.0639918,35.1589069,커피,0.18
2666,데이오프데이,129.0659255,35.15569,커피,0.18
2667,페이버 커피,129.0671196,35.1555172,커피,0.18
2668,코르 파스타 바,129.0676858,35.1526548,면류,1.3
2669,도라보울,129.0639827,35.15568,밥류,0.414
2670,어나더미네스,129.0645567,35.1559274,커피,0.18
2671,트레져스커피,129.0670883,35.1556437,커피,0.18
2672,복동이네 오지상 라멘,129.0672873,35.1591123,면류,1.3
2673,해쉬,129.062845,35.1542748,면류,1.3
2674,포스터바,129.0640837,35.1566887,주류,0.32
2675,오프커스,129.0635422,35.1547194,커피,0.18
2676,수프올샐러드,129.0679993,35.1539681,밥류,0.414
2677,노베이커 노베이커스,129.0649549,35.1570055,커피,0.18
2678,아로하,129.0649508,35.1566901,주류,0.32
2679,루암밋타이,129.0675938,35.148969,면류,1.3
2680,샬롯,129.0642093,35.1587517,커피,0.18
2681,위파티 전포,129.0682547,35.1525146,커피,0.18
2682,손내향미,129.0685354,35.1529989,밥류,0.414
2683,구구식탁,129.0676908,35.1530334,밥류,0.414
2684,음주가밀,129.0627057,35.1520045,주류,0.32
2685,피켄드,129.0656978,35.1533754,커피,0.18
2686,토리에,129.0660293,35.1552294,주류,0.32
2687,피자드시우,129.0662167,35.1569764,패스트푸드류,2.6
2688,로컬커피샵,129.0682318,35.153281,커피,0.18
2689,테판하이,129.0639871,35.1585464,주류,0.32
2690,일미국수,129.0471464,35.1779467,면류,1.3
2691,삼성밀면,129.0511433,35.1814185,면류,1.3
2692,가온밀면,129.0477776,35.1783739,면류,1.3
2693,초읍돼지갈비,129.0486711,35.1812687,돼지고기류,1.6
2694,산마루,129.0512186,35.1812917,면류,1.3
2695,연화제과,129.0469053,35.1796975,커피,0.18
2696,아시오,129.0486516,35.1823144,커피,0.18
2697,김춘장,129.0533615,35.1780461,생선류,5.933
2698,브리얀떼,129.0531784,35.1783181,커피,0.18
2699,돼지꿈나라,129.052287,35.1798582,돼지고기류,1.6
2700,초읍공원돼지국밥,129.054714,35.176511,돼지고기류,1.6
2701,초읍 원가네,129.0485641,35.1814859,닭고기류,0.3
2702,풍미추어탕,129.0485662,35.1859207,국/탕/찌개류,2.736
2703,산청칼국수,129.0537189,35.1768171,면류,1.3
2704,다금,129.0490123,35.1821851,닭고기류,0.3
2705,스시투어,129.0481094,35.1785604,생선류,5.933
2706,썬더치킨,129.0539752,35.1771123,닭고기류,0.3
2707,초함,129.0523446,35.1792177,생선류,5.933
2708,상하이다이닝,129.0477246,35.1802312,면류,1.3
2709,한솥도시락,129.0473062,35.1818483,닭고기류,0.3
2710,맥도날드,129.0480336,35.1820674,패스트푸드류,2.6
2711,예인,129.0519794,35.1789955,면류,1.3
2712,블루샥,129.0484304,35.1779086,커피,0.18
2713,백억커피,129.0528979,35.1787081,커피,0.18
2714,대공원칼국수&수제비,129.0472495,35.1834172,면류,1.3
2715,초연숯불장어구이,129.0482024,35.1849504,생선류,5.933
2716,사랑채,129.0493675,35.1833448,국/탕/찌개류,2.736
2717,메가MGC커피,129.0473062,35.1818483,커피,0.18
2718,오몬드커피스토어,129.04729,35.1797302,커피,0.18
2719,연미돈,129.0499364,35.1729379,돼지고기류,1.6
2720,칠칠켄터키,129.0494081,35.1736906,닭고기류,0.3
2721,153구포국수,129.0473678,35.1823706,면류,1.3
2722,스타벅스,129.0474719,35.1827844,커피,0.18
2723,베트남 여후,129.0480888,35.1846539,면류,1.3
2724,라푼젤카페9,129.0467098,35.1781488,커피,0.18
2725,카페 휘고,129.0484187,35.1855524,커피,0.18
2726,원 초량갈비,129.0489449,35.1812122,돼지고기류,1.6
2727,잎테,129.0539428,35.1763013,커피,0.18
2728,한국국밥,129.0479733,35.1816443,국/탕/찌개류,2.736
2729,금빛돼지,129.054082,35.1777333,돼지고기류,1.6
2730,이자카야 숲,129.0476995,35.1782755,주류,0.32
2731,커피나무,129.0471627,35.1817865,커피,0.18
2732,303화덕,129.0499081,35.1826911,패스트푸드류,2.6
2733,지송분식,129.054745,35.1763665,밥류,0.414
2734,가송추어탕,129.0462875,35.1820284,국/탕/찌개류,2.736
2735,위너스커피,129.0483592,35.1774946,커피,0.18
2736,고봉민김밥인,129.0473062,35.1818483,생선류,5.933
2737,돌쇠본가,129.0487922,35.1838546,밥류,0.414
2738,하삼동커피,129.0530384,35.1785356,커피,0.18
2739,초읍밀면,129.0469131,35.1811577,면류,1.3
2740,동방축산,129.047293,35.1816772,돼지고기류,1.6
2741,매화횟집,129.0471013,35.1804259,생선류,5.933
2742,원조외할매국수,129.0477577,35.1836652,면류,1.3
2743,가마치통닭,129.0487202,35.1748323,닭고기류,0.3
2744,조방낙지,129.0473889,35.184011,밥류,0.414
2745,메가커피,129.0467615,35.1761833,커피,0.18
2746,정가네아구찜,129.0462032,35.1814523,생선류,5.933
2747,퇴근길횟집,129.047556,35.1790699,생선류,5.933
2748,풍미왕갈비,129.0485192,35.1856778,돼지고기류,1.6
2749,대공원 수제 왕돈까스,129.0485641,35.1814859,돼지고기류,1.6
2750,메르시마담,129.0459086,35.18159,커피,0.18
2751,미진축산,129.0470529,35.1809311,돼지고기류,1.6
2752,쇠미골,129.0485391,35.187228,돼지고기류,1.6
2753,도레담,129.0593014,35.1823209,커피,0.18
2754,더리터,129.047628,35.182116,커피,0.18
2755,미가정,129.0522999,35.1783077,소고기류,7.833
2756,하오칭짬뽕201,129.0541249,35.1776518,면류,1.3
2757,나탄약선요리,129.0484496,35.1871025,밥류,0.414
2758,경주박가국밥,129.0463858,35.1819915,돼지고기류,1.6
2759,외할매국수,129.0473463,35.1798379,국/탕/찌개류,2.736
2760,한방왕족발,129.0472742,35.1802081,돼지고기류,1.6
2761,바다영토해물탕해물찜,129.0466302,35.1796458,생선류,5.933
2762,정든집,129.0470595,35.1805885,주류,0.32
2763,교촌치킨 ,129.0474766,35.1805849,닭고기류,0.3
2764,백만김밥 도시락,129.0474858,35.1821533,밥류,0.414
2765,소디스파레,129.0492845,35.1743227,면류,1.3
2766,울엄마곱창,129.0526056,35.1790261,돼지고기류,1.6
2767,꼬마김밥,129.04654,35.1820262,패스트푸드류,2.6
2768,만리장성,129.047778,35.175832,면류,1.3
2769,에스파시오 커피,129.0543278,35.1763611,커피,0.18
2770,영일횟집,129.0480044,35.1789308,생선류,5.933
2771,불로만숯불바베큐,129.0475877,35.1789705,닭고기류,0.3
2772,승승캠핑,129.049217,35.1741971,돼지고기류,1.6
2773,오복집,129.0492158,35.1758106,생선류,5.933
2774,이가네골목포차,129.048346,35.1747545,주류,0.32
2775,얼룩개,129.0892475,35.2000649,커피,0.18
2776,다담블랑제리,129.0904465,35.1952858,밥류,0.414
2777,희망통닭,129.0884432,35.2015143,닭고기류,0.3
2778,한양각,129.0923246,35.1994152,면류,1.3
2779,카페 리포즈,129.0945633,35.1960328,커피,0.18
2780,할매네 김밥 우동,129.094084,35.1987774,면류,1.3
2781,이브런페,129.0904465,35.1952858,면류,1.3
2782,진국명가,129.0930836,35.1937747,돼지고기류,1.6
2783,양산식당,129.0888594,35.2014294,생선류,5.933
2784,브리즈,129.0891537,35.2004443,밥류,0.414
2785,낙민동우동김밥전문점,129.094084,35.1987774,패스트푸드류,2.6
2786,안남포차,129.0948298,35.1946153,주류,0.32
2787,라운드어바웃커피,129.0912645,35.1997943,커피,0.18
2788,파리바게뜨,129.0955531,35.1945096,밥류,0.414
2789,뚜레쥬르,129.0982792,35.193908,밥류,0.414
2790,심미족 ,129.0906167,35.1965191,돼지고기류,1.6
2791,다올,129.0948298,35.1946153,밥류,0.414
2792,기찻길 옆 유쾌한 동산마을 행복센터,129.0935441,35.1969975,커피,0.18
2793,엔제리너스,129.0930836,35.1937747,커피,0.18
2794,산수정숯불갈비,129.0900165,35.1984445,국/탕/찌개류,2.736
2795,수궁,129.0912645,35.1997943,국/탕/찌개류,2.736
2796,하나축산,129.0882888,35.2014616,돼지고기류,1.6
2797,할매쇠고기국밥,129.0874636,35.2005226,국/탕/찌개류,2.736
2798,봉자비어,129.091385,35.1997752,주류,0.32
2799,유림칼국수,129.0948298,35.1946153,면류,1.3
2800,만나웰빙맛집,129.0923246,35.1994152,돼지고기류,1.6
2801,얼쑤벅스,129.0932161,35.1962884,커피,0.18
2802,이디야커피,129.0891552,35.2005524,커피,0.18
2803,부산명물구포국수,129.0923246,35.1994152,면류,1.3
2804,가마치통닭,129.0910041,35.1942802,닭고기류,0.3
2805,로땡,129.0910041,35.1942802,밥류,0.414
2806,하이오커피,129.0966016,35.1940854,커피,0.18
2807,청년다방,129.0968378,35.194507,패스트푸드류,2.6
2808,BBQ치킨,129.0910041,35.1942802,닭고기류,0.3
2809,이디야커피,129.0955683,35.1940047,커피,0.18
2810,하이오커피,129.0903707,35.1961878,커피,0.18
2811,용덕제과,129.0888617,35.2016007,밥류,0.414
2812,필리밀,129.0903707,35.1961878,밥류,0.414
2813,꽃게된장,129.0948298,35.1946153,밥류,0.414
2814,밤새다방,129.0917983,35.1953727,커피,0.18
2815,맛고을식당,129.0923884,35.1943399,밥류,0.414
2816,순이네,129.0909137,35.1998425,생선류,5.933
2817,진아네가정식백반,129.0934613,35.1990173,밥류,0.414
2818,삼겹클라쓰,129.0882888,35.2014616,밥류,0.414
2819,청춘포차,129.0887503,35.2014845,주류,0.32
2820,만나치킨,129.0922199,35.1965137,닭고기류,0.3
2821,달365카페,129.0953907,35.1979543,커피,0.18
2822,용문각,129.0948298,35.1946153,면류,1.3
2823,불오뎅,129.0970789,35.1944687,패스트푸드류,2.6
2824,붐비네분식,129.0948298,35.1946153,주류,0.32
2825,향산재문화원,129.0895419,35.199909,커피,0.18
2826,마장돈백갈비,129.0982792,35.193908,돼지고기류,1.6
2827,길림성,129.0948298,35.1946153,면류,1.3
2828,커피야스,129.095521,35.194573,커피,0.18
2829,마마돈까스앤김밥,129.0903707,35.1961878,패스트푸드류,2.6
2830,경아분식,129.0903707,35.1961878,패스트푸드류,2.6
2831,맛난닭COM,129.0909698,35.1999322,닭고기류,0.3
2832,수제신돈까스,129.0966016,35.1940854,주류,0.32
2833,카페 051,129.0959157,35.1945243,커피,0.18
2834,메가커피,129.0903707,35.1961878,커피,0.18
2835,라일라카페,129.0917983,35.1953727,커피,0.18
2836,컴포즈커피,129.0910041,35.1942802,커피,0.18
2837,피자베어,129.0948298,35.1946153,국/탕/찌개류,2.736
2838,4242샌드위치,129.0903707,35.1961878,패스트푸드류,2.6
2839,다방,129.0905249,35.197863,커피,0.18
2840,빈센트,129.090056,35.1989309,커피,0.18
2841,맥시칸치킨,129.0934613,35.1990173,닭고기류,0.3
2842,맘스터치 피자앤치킨,129.0903707,35.1961878,패스트푸드류,2.6
2843,텐퍼센트커피,129.0903707,35.1961878,커피,0.18
2844,하삼동커피,129.0903707,35.1961878,커피,0.18
2845,수복돼지국밥,129.1022246,35.205536,돼지고기류,1.6
2846,화화돼지왕갈비,129.1023937,35.2091129,돼지고기류,1.6
2847,샐러디,129.1033303,35.2093387,닭고기류,0.3
2848,일미 만두 칼국수,129.1022308,35.2043731,패스트푸드류,2.6
2849,태산손만두칼국수,129.101162,35.2065462,패스트푸드류,2.6
2850,우성돈까스,129.101525,35.2041542,돼지고기류,1.6
2851,구기영조방낙지,129.1012518,35.2034356,밥류,0.414
2852,세명식당,129.1013423,35.2036331,돼지고기류,1.6
2853,로뎅135,129.1061303,35.2044367,주류,0.32
2854,명장회관,129.1060045,35.2040683,닭고기류,0.3
2855,네네치킨,129.1060346,35.2038607,닭고기류,0.3
2856,커피에세이,129.1041261,35.2040314,커피,0.18
2857,자담치킨,129.1076833,35.2055763,닭고기류,0.3
2858,본토불닭발,129.10167,35.2035039,닭고기류,0.3
2859,꽃돼지뒷고기,129.1005886,35.2014947,돼지고기류,1.6
2860,카페 로쏘,129.1038262,35.2102716,커피,0.18
2861,파파손만두,129.1003167,35.2016864,패스트푸드류,2.6
2862,하이오커피,129.1017755,35.2048099,커피,0.18
2863,달빛초밥,129.1043342,35.2039934,생선류,5.933
2864,진선미오리불고기,129.1026677,35.2074428,소고기류,7.833
2865,한식당,129.1052734,35.202795,밥류,0.414
2866,반올림피자샵,129.1006986,35.2039454,패스트푸드류,2.6
2867,기라성,129.100113,35.2053118,면류,1.3
2868,은바다횟집,129.1029212,35.2042587,국/탕/찌개류,2.736
2869,진만두가,129.1086661,35.2043594,패스트푸드류,2.6
2870,소문난칼국수,129.1053898,35.2040919,면류,1.3
2871,놋그릇막걸리,129.1033265,35.2041829,주류,0.32
2872,시싯골아구찜,129.0984805,35.20886,생선류,5.933
2873,타코칩스,129.0993473,35.2047238,밥류,0.414
2874,하나곰장어,129.1026347,35.2090656,생선류,5.933
2875,춘하추동칼국수,129.1010694,35.2037527,면류,1.3
2876,명장고깃집,129.099343,35.2027769,돼지고기류,1.6
2877,BBQ치킨,129.1070871,35.2045361,닭고기류,0.3
2878,청송손칼국수,129.1070385,35.2041941,패스트푸드류,2.6
2879,삼겹파티,129.1007986,35.2064774,돼지고기류,1.6
2880,명동돼지숯불갈비,129.1023569,35.2047596,돼지고기류,1.6
2881,마스터베이커리카페,129.101851,35.2063326,커피,0.18
2882,북카페다락,129.1114304,35.2017111,커피,0.18
2883,옥광루,129.1116561,35.2013485,면류,1.3
2884,명장차이나,129.1026399,35.2045767,면류,1.3
2885,대박돈까스,129.1021833,35.2024807,돼지고기류,1.6
2886,용운횟집,129.1074642,35.2040009,생선류,5.933
2887,왔다돈데이,129.1039729,35.2040688,돼지고기류,1.6
2888,함지박포차,129.1014908,35.2040554,생선류,5.933
2889,히야숯불두마리치킨,129.1041782,35.2103135,닭고기류,0.3
2890,푸른바다횟집,129.1018249,35.2076578,생선류,5.933
2891,김종구식맛치킨,129.107482,35.2045055,닭고기류,0.3
2892,따봉도매횟집,129.1023515,35.2084282,생선류,5.933
2893,이디야커피,129.1011132,35.2061861,커피,0.18
2894,초가닭발,129.1068492,35.2039975,닭고기류,0.3
2895,28년전통가야밀면,129.1074642,35.2040009,면류,1.3
2896,청해수산횟집,129.1020843,35.2049063,생선류,5.933
2897,최군김밥,129.1047815,35.2045842,밥류,0.414
2898,들깨나루,129.1029088,35.2041596,면류,1.3
2899,파리바게뜨 부산명장,129.1041983,35.2101781,밥류,0.414
2900,삼첩분식,129.102092,35.2046628,패스트푸드류,2.6
2901,덮덮밥,129.102092,35.2046628,밥류,0.414
2902,아사원,129.1022391,35.2098624,면류,1.3
2903,무인유로컴퍼니,129.0998082,35.2055129,커피,0.18
2904,온커피,129.1113918,35.2012968,커피,0.18
2905,티노드,129.1045166,35.202865,밥류,0.414
2906,모아커피,129.1043693,35.209825,커피,0.18
2907,맛깔김밥이랑,129.1009309,35.2065122,패스트푸드류,2.6
2908,장터마당,129.1034469,35.2041547,주류,0.32
2909,생각나는치킨,129.1025886,35.2089038,닭고기류,0.3
2910,시장손칼국수,129.1074642,35.2040009,면류,1.3
2911,명장 불백,129.1027265,35.2077308,국/탕/찌개류,2.736
2912,하삼동커피,129.1077104,35.2043412,커피,0.18
2913,행복순두부,129.1061059,35.2042567,면류,1.3
2914,옛날통닭,129.0998228,35.2025202,닭고기류,0.3
2915,부산산호참숯구이,129.1117686,35.2007435,닭고기류,0.3
2916,시장통돼지국밥,129.1075371,35.2037118,돼지고기류,1.6
2917,순찹쌀아구찜,129.101049,35.2014274,생선류,5.933
2918,붕맥,129.1057297,35.2040528,커피,0.18
2919,카페 크로스,129.1004748,35.2020095,커피,0.18
2920,처갓집양념치킨,129.1030744,35.2099089,닭고기류,0.3
2921,맘스터치,129.1008561,35.2042234,패스트푸드류,2.6
2922,해락,129.1123954,35.2008009,밥류,0.414
2923,라객마라탕,129.1076833,35.2055763,면류,1.3
2924,공담,129.1027335,35.2090647,생선류,5.933
2925,뚜레쥬르,129.102814,35.2093254,밥류,0.414
2926,태양반점,129.1035083,35.2030094,면류,1.3
2927,지코바치킨,129.1027866,35.2056751,닭고기류,0.3
2928,명품 착한김밥,129.1030744,35.2099089,밥류,0.414
2929,통영바다,129.1051679,35.2039227,생선류,5.933
2930,교촌치킨 명장1호점,129.0998082,35.2055129,닭고기류,0.3
2931,신가네 떡볶이,129.086753,35.2040533,패스트푸드류,2.6
2932,배종관동래삼계탕,129.0847155,35.2052704,국/탕/찌개류,2.736
2933,멘초비,129.0863424,35.2037325,면류,1.3
