업체명,경도,위도,숙박유형,숙박점수
세느모텔,129.0375962,35.11271338,펜션/민박/유스호스텔,8.51
동원여관,129.0365685,35.11292116,펜션/민박/유스호스텔,8.51
게스트하우스코리아 부산역점,129.0414816,35.11751607,펜션/민박/유스호스텔,8.51
새여관,129.041455,35.11918692,펜션/민박/유스호스텔,8.51
테마모텔,129.041251,35.11913921,펜션/민박/유스호스텔,8.51
미라벨모텔,129.0384222,35.11366132,펜션/민박/유스호스텔,8.51
마리나레지던스,129.0369946,35.11371712,호텔/리조트,28.03
이데아호텔,129.0401919,35.11215514,호텔/리조트,28.03
모나코모텔,129.040072,35.1126008,펜션/민박/유스호스텔,8.51
부산역비즈니스호텔,129.0399828,35.11239691,호텔/리조트,28.03
팝콘호텔,129.0395025,35.11269459,호텔/리조트,28.03
오름 레지던스 호텔,129.0402156,35.1124026,호텔/리조트,28.03
이데아호텔,129.0401031,35.11212426,호텔/리조트,28.03
대원모텔,129.0379092,35.11663874,펜션/민박/유스호스텔,8.51
테레목호스텔,129.0383326,35.11564069,펜션/민박/유스호스텔,8.51
테레목호스텔,129.0383357,35.11563939,펜션/민박/유스호스텔,8.51
동일장모텔,129.0378214,35.11546379,펜션/민박/유스호스텔,8.51
동일장모텔,129.0378315,35.11546159,펜션/민박/유스호스텔,8.51
미래장,129.038941,35.11507712,펜션/민박/유스호스텔,8.51
미래장,129.0389429,35.11508233,펜션/민박/유스호스텔,8.51
온팍스레지던스,129.0405547,35.11319226,호텔/리조트,28.03
탑모텔,129.0403744,35.11335134,펜션/민박/유스호스텔,8.51
라마다앙코르부산역호텔,129.0403367,35.11430257,호텔/리조트,28.03
원웨이게스트하우스 부산점,129.0401455,35.11413947,펜션/민박/유스호스텔,8.51
코인모텔,129.0404196,35.11345391,펜션/민박/유스호스텔,8.51
호텔코코,129.0403372,35.11399908,호텔/리조트,28.03
힐모텔,129.0403744,35.11335134,펜션/민박/유스호스텔,8.51
오렌지게스트하우스 부산역점,129.0405183,35.11367076,펜션/민박/유스호스텔,8.51
모찌호스텔,129.0405223,35.11319844,펜션/민박/유스호스텔,8.51
아몬드호텔,129.0406566,35.11377512,호텔/리조트,28.03
탑모텔,129.040336,35.11325689,펜션/민박/유스호스텔,8.51
부산뷰호텔,129.0405489,35.11337896,호텔/리조트,28.03
퀸모텔,129.0391947,35.1158758,펜션/민박/유스호스텔,8.51
까무스모텔,129.0390421,35.11564503,펜션/민박/유스호스텔,8.51
부영장여관,129.0399836,35.11673159,펜션/민박/유스호스텔,8.51
청우여인숙,129.039451,35.11636681,펜션/민박/유스호스텔,8.51
더웨이호텔,129.0393245,35.11626509,호텔/리조트,28.03
서울모텔,129.0398553,35.11678074,펜션/민박/유스호스텔,8.51
호텔26,129.039755,35.11667806,호텔/리조트,28.03
서울여관,129.0398495,35.11684456,펜션/민박/유스호스텔,8.51
아리아모텔,129.0387307,35.11647811,펜션/민박/유스호스텔,8.51
브라운도트호텔,129.0383925,35.11634076,호텔/리조트,28.03
3.6.9 모텔,129.0413912,35.11660109,펜션/민박/유스호스텔,8.51
369모텔,129.0413948,35.11659428,펜션/민박/유스호스텔,8.51
부산인모텔,129.0415268,35.11652083,펜션/민박/유스호스텔,8.51
아스티호텔,129.0417928,35.11617411,호텔/리조트,28.03
파밀리에게스트하우스,129.041285,35.11639371,펜션/민박/유스호스텔,8.51
광장관광호텔,129.0413443,35.11619244,호텔/리조트,28.03
코리아나모텔,129.0399424,35.11724523,펜션/민박/유스호스텔,8.51
대구여관,129.0398184,35.1173101,펜션/민박/유스호스텔,8.51
은하모텔,129.0398661,35.11741119,펜션/민박/유스호스텔,8.51
소호스텔,129.0416127,35.11710372,펜션/민박/유스호스텔,8.51
첵앤아웃게스트하우스,129.0416017,35.11755611,펜션/민박/유스호스텔,8.51
숨게스트하우스,129.0416361,35.11757902,펜션/민박/유스호스텔,8.51
코리안모텔,129.0401639,35.11753814,펜션/민박/유스호스텔,8.51
태아장모텔,129.040114,35.11769539,펜션/민박/유스호스텔,8.51
프린스모텔,129.040435,35.11744607,펜션/민박/유스호스텔,8.51
진주여인숙,129.040405,35.1178373,펜션/민박/유스호스텔,8.51
프린스모텔,129.040435,35.11744607,펜션/민박/유스호스텔,8.51
보라장,129.0405127,35.11784224,펜션/민박/유스호스텔,8.51
목화모텔,129.0395666,35.11821419,펜션/민박/유스호스텔,8.51
더비에스호텔,129.0425935,35.11856186,호텔/리조트,28.03
센텀모텔,129.0425212,35.1184087,펜션/민박/유스호스텔,8.51
하운드호텔 부산역,129.0426829,35.11775044,호텔/리조트,28.03
플러스모텔,129.0409266,35.11875401,펜션/민박/유스호스텔,8.51
세종장여관,129.042628,35.11949973,펜션/민박/유스호스텔,8.51
장안여관,129.0431888,35.12055424,펜션/민박/유스호스텔,8.51
호텔그레이초량,129.0443324,35.12210939,호텔/리조트,28.03
호텔포레,129.0445878,35.12258841,호텔/리조트,28.03
호텔포레 부산역점,129.0446127,35.12257601,호텔/리조트,28.03
OJ모텔,129.0453933,35.1238101,펜션/민박/유스호스텔,8.51
동해장여관,129.039534,35.11894293,펜션/민박/유스호스텔,8.51
무진장여관,129.0396469,35.11883781,펜션/민박/유스호스텔,8.51
황금여인숙,129.0388549,35.11659924,펜션/민박/유스호스텔,8.51
스마일모텔,129.0390275,35.11673391,펜션/민박/유스호스텔,8.51
단테하우스B,129.0389709,35.11663762,펜션/민박/유스호스텔,8.51
샤이어호텔,129.0399496,35.11763698,호텔/리조트,28.03
귀빈모텔,129.0387527,35.11570063,펜션/민박/유스호스텔,8.51
스마일모텔,129.0390275,35.11673391,펜션/민박/유스호스텔,8.51
디노호텔,129.0387715,35.11587351,호텔/리조트,28.03
마이호스텔 부산역점,129.0385736,35.11581904,펜션/민박/유스호스텔,8.51
콜모텔,129.0386183,35.11608219,펜션/민박/유스호스텔,8.51
오션모텔,129.0386132,35.11560152,펜션/민박/유스호스텔,8.51
썬모텔,129.0384489,35.11595208,펜션/민박/유스호스텔,8.51
힐코모텔,129.0406798,35.11945996,펜션/민박/유스호스텔,8.51
만복장여관,129.0406791,35.11955094,펜션/민박/유스호스텔,8.51
만복장여관,129.0406791,35.1195509,펜션/민박/유스호스텔,8.51
만수장,129.0404441,35.11932041,펜션/민박/유스호스텔,8.51
갑진여인숙,129.0394659,35.11970507,펜션/민박/유스호스텔,8.51
유진장모텔,129.0392501,35.119845,펜션/민박/유스호스텔,8.51
갑진여인숙,129.0394599,35.11970772,펜션/민박/유스호스텔,8.51
이스튼모텔,129.0390441,35.11959507,펜션/민박/유스호스텔,8.51
힐모텔,129.0397502,35.12133226,펜션/민박/유스호스텔,8.51
신부여인숙,129.0392959,35.12118593,펜션/민박/유스호스텔,8.51
로얄장여관,129.038798,35.11766486,펜션/민박/유스호스텔,8.51
산동여관,129.0384699,35.11665209,펜션/민박/유스호스텔,8.51
부산숙박닷컴,129.0385214,35.11715373,펜션/민박/유스호스텔,8.51
필모텔,129.0388609,35.11782509,펜션/민박/유스호스텔,8.51
게스트하우스 싱글싱글,129.0368101,35.11370828,펜션/민박/유스호스텔,8.51
Inside Busan Hostel,129.0360857,35.11340821,펜션/민박/유스호스텔,8.51
워라밸게스트하우스,129.0362672,35.11317473,펜션/민박/유스호스텔,8.51
태림하우스,129.0366828,35.11400751,펜션/민박/유스호스텔,8.51
Elephant House,129.0363969,35.11344213,펜션/민박/유스호스텔,8.51
부산숙박닷컴,129.0385157,35.11714316,펜션/민박/유스호스텔,8.51
대원장여관,129.0379225,35.1165128,펜션/민박/유스호스텔,8.51
도원장여관,129.0390269,35.11892367,펜션/민박/유스호스텔,8.51
동신장여관,129.0388133,35.11892558,펜션/민박/유스호스텔,8.51
한길여인숙,129.0394528,35.11886264,펜션/민박/유스호스텔,8.51
르컬렉티브G7바이어반스테이,129.0459152,35.11645529,호텔/리조트,28.03
스위트모텔,129.0881829,35.20141838,펜션/민박/유스호스텔,8.51
프린스모텔,129.0880551,35.20137336,펜션/민박/유스호스텔,8.51
리베모텔,129.087462,35.20053444,펜션/민박/유스호스텔,8.51
수림모텔,129.0881067,35.20122752,펜션/민박/유스호스텔,8.51
향수장여관,129.0826179,35.20495312,펜션/민박/유스호스텔,8.51
락모텔,129.0821971,35.20483979,펜션/민박/유스호스텔,8.51
COCO모텔,129.083671,35.20394651,펜션/민박/유스호스텔,8.51
남도여인숙,129.0835377,35.20403256,펜션/민박/유스호스텔,8.51
꿈모텔,129.0827719,35.20473987,펜션/민박/유스호스텔,8.51
지엔지모텔,129.0833661,35.20436659,펜션/민박/유스호스텔,8.51
보브모텔,129.0832239,35.20454579,펜션/민박/유스호스텔,8.51
호텔아마레,129.0831113,35.20468963,호텔/리조트,28.03
에덴모텔,129.0836397,35.20413842,펜션/민박/유스호스텔,8.51
브이모텔,129.0829454,35.20508832,펜션/민박/유스호스텔,8.51
계림장여관,129.0822474,35.20454846,펜션/민박/유스호스텔,8.51
삼육구모텔,129.0835178,35.20444908,펜션/민박/유스호스텔,8.51
토토모텔,129.0838011,35.20426506,펜션/민박/유스호스텔,8.51
명조여관,129.0825676,35.20677564,펜션/민박/유스호스텔,8.51
보림모텔,129.1014678,35.20393788,펜션/민박/유스호스텔,8.51
서호모텔,129.0994536,35.202866,펜션/민박/유스호스텔,8.51
롯데모텔,129.1046825,35.20992859,펜션/민박/유스호스텔,8.51
청록장,129.1012297,35.20384149,펜션/민박/유스호스텔,8.51
크리스탈모텔,129.0847325,35.20124108,펜션/민박/유스호스텔,8.51
한일장,129.0841292,35.20316289,펜션/민박/유스호스텔,8.51
귀빈장,129.0844604,35.20274121,펜션/민박/유스호스텔,8.51
로망스모텔,129.0858529,35.20196013,펜션/민박/유스호스텔,8.51
블루힐모텔,129.085257,35.20040574,펜션/민박/유스호스텔,8.51
마모텔,129.0876892,35.20198818,펜션/민박/유스호스텔,8.51
라찌모텔,129.0976665,35.19679734,펜션/민박/유스호스텔,8.51
세인트나인호텔,129.0976905,35.19656504,호텔/리조트,28.03
영빈장여관,129.0985475,35.19932586,펜션/민박/유스호스텔,8.51
이브모텔,129.0985159,35.1993243,펜션/민박/유스호스텔,8.51
VOS모텔,129.0807266,35.21912199,펜션/민박/유스호스텔,8.51
호텔농심,129.0823201,35.22025936,호텔/리조트,28.03
천일온천호텔,129.0813225,35.2214515,호텔/리조트,28.03
녹천온천호텔,129.0809067,35.22049791,호텔/리조트,28.03
호텔프랑스,129.0810093,35.2225688,호텔/리조트,28.03
6번가모텔,129.0820084,35.22395456,펜션/민박/유스호스텔,8.51
한솔모텔,129.0820883,35.2233701,펜션/민박/유스호스텔,8.51
문화장여관,129.0819004,35.22356063,펜션/민박/유스호스텔,8.51
수원장여관,129.0812279,35.22332752,펜션/민박/유스호스텔,8.51
동남장여관,129.0810078,35.22296786,펜션/민박/유스호스텔,8.51
목원장여관,129.080571,35.21987424,펜션/민박/유스호스텔,8.51
세금장모텔,129.0800662,35.21991951,펜션/민박/유스호스텔,8.51
식물장여관,129.0811528,35.22320444,펜션/민박/유스호스텔,8.51
동궁장여관,129.0819959,35.22373077,펜션/민박/유스호스텔,8.51
청송장여관,129.0821637,35.22320439,펜션/민박/유스호스텔,8.51
도브호텔,129.0796287,35.21915508,호텔/리조트,28.03
W모텔,129.0814413,35.2185717,펜션/민박/유스호스텔,8.51
무아모텔,129.079913,35.22004584,펜션/민박/유스호스텔,8.51
대성관호텔,129.0811015,35.21959359,호텔/리조트,28.03
갤럭시모텔,129.0806508,35.21973859,펜션/민박/유스호스텔,8.51
카리노호텔,129.0815137,35.21956197,호텔/리조트,28.03
호텔킹,129.0811432,35.21997334,호텔/리조트,28.03
한빛장,129.0801857,35.22057612,펜션/민박/유스호스텔,8.51
은성장여관,129.0801934,35.2208107,펜션/민박/유스호스텔,8.51
호텔MVG,129.0787787,35.21396901,호텔/리조트,28.03
평강여관,129.0710664,35.20819364,펜션/민박/유스호스텔,8.51
금강국민호텔,129.0747994,35.22503944,호텔/리조트,28.03
고성장,129.0584188,35.21201609,펜션/민박/유스호스텔,8.51
The M Hotel,129.059827,35.21235174,호텔/리조트,28.03
동래온천호텔,129.0785243,35.21290664,호텔/리조트,28.03
인터파크모텔,129.0783213,35.21308492,펜션/민박/유스호스텔,8.51
뉴부산모텔,129.0784161,35.21359966,펜션/민박/유스호스텔,8.51
젬모텔,129.0782594,35.21328281,펜션/민박/유스호스텔,8.51
동래온천호텔,129.0780856,35.21336253,호텔/리조트,28.03
예천장여관,129.0781905,35.21390798,펜션/민박/유스호스텔,8.51
뉴부산모텔,129.0784282,35.21358385,펜션/민박/유스호스텔,8.51
로얄모텔,129.0698191,35.20697481,펜션/민박/유스호스텔,8.51
더스톤브릿지호텔,129.0697081,35.20254823,호텔/리조트,28.03
선우장여관,129.07128,35.20644826,펜션/민박/유스호스텔,8.51
이화장,129.0671773,35.20598491,펜션/민박/유스호스텔,8.51
해피맘하우스,129.0677075,35.20426447,펜션/민박/유스호스텔,8.51
거북장모텔,129.0661053,35.20314676,펜션/민박/유스호스텔,8.51
오렌지별장,129.067675,35.20338709,펜션/민박/유스호스텔,8.51
사직 덴바스타 시그니처호텔,129.0680018,35.20343416,호텔/리조트,28.03
사직 덴바스타 시그니처호텔,129.0679934,35.20342904,호텔/리조트,28.03
페이지호텔,129.0686595,35.20326038,호텔/리조트,28.03
올리브 모텔,129.0689836,35.2033293,펜션/민박/유스호스텔,8.51
에스에스모텔,129.068984,35.20290356,펜션/민박/유스호스텔,8.51
코리아나모텔,129.084895,35.2200687,펜션/민박/유스호스텔,8.51
온천장오호텔,129.0793198,35.21600163,호텔/리조트,28.03
동래모텔,129.0846607,35.22014273,펜션/민박/유스호스텔,8.51
보노호텔,129.0792434,35.21557401,호텔/리조트,28.03
지앤지모텔,129.0793081,35.21585599,펜션/민박/유스호스텔,8.51
썬모텔,129.0849217,35.22020981,펜션/민박/유스호스텔,8.51
송원별장,129.0841225,35.21977299,펜션/민박/유스호스텔,8.51
369모텔,129.0821613,35.22122587,펜션/민박/유스호스텔,8.51
S모텔,129.0823211,35.22150382,펜션/민박/유스호스텔,8.51
드림모텔,129.081813,35.22088151,펜션/민박/유스호스텔,8.51
허심모텔,129.0820034,35.22141907,펜션/민박/유스호스텔,8.51
황토방모텔,129.0842093,35.22235087,펜션/민박/유스호스텔,8.51
천우장,129.0841633,35.22200373,펜션/민박/유스호스텔,8.51
푸른장여관,129.0837334,35.22235746,펜션/민박/유스호스텔,8.51
우림여관,129.0718274,35.2076538,펜션/민박/유스호스텔,8.51
청원장여관,129.0731786,35.20737803,펜션/민박/유스호스텔,8.51
호텔야자,129.0828464,35.2177684,호텔/리조트,28.03
호텔오즈,129.0829242,35.21804237,호텔/리조트,28.03
호텔 이그니스,129.0829875,35.21816786,호텔/리조트,28.03
JS모텔,129.0828957,35.21788848,펜션/민박/유스호스텔,8.51
미투나호텔,129.0787685,35.21681674,호텔/리조트,28.03
이브레지던스,129.0817522,35.21827858,호텔/리조트,28.03
아담빌라,129.0817073,35.21835409,펜션/민박/유스호스텔,8.51
큐브모텔,129.0813665,35.21825937,펜션/민박/유스호스텔,8.51
샤인모텔,129.0815181,35.21814722,펜션/민박/유스호스텔,8.51
타히티모텔,129.0808971,35.21793047,펜션/민박/유스호스텔,8.51
CG모텔,129.0792039,35.2161254,펜션/민박/유스호스텔,8.51
올레지던스,129.0795157,35.21682926,호텔/리조트,28.03
대림장여관,129.0794007,35.21673772,펜션/민박/유스호스텔,8.51
그린모텔,129.0792892,35.21699406,펜션/민박/유스호스텔,8.51
빅토리아모텔,129.0795104,35.21718772,펜션/민박/유스호스텔,8.51
동산모텔,129.0705552,35.20728569,펜션/민박/유스호스텔,8.51
태백모텔,129.0704623,35.20671492,펜션/민박/유스호스텔,8.51
투유모텔,129.0701242,35.20648679,펜션/민박/유스호스텔,8.51
하운드호텔 미남역점,129.0703725,35.20571838,호텔/리조트,28.03
하루호텔,129.0704533,35.20635918,호텔/리조트,28.03
유토피아모텔,129.0700612,35.2061165,펜션/민박/유스호스텔,8.51
태백모텔,129.0704541,35.2067116,펜션/민박/유스호스텔,8.51
투헤븐호텔,129.0700421,35.20517043,호텔/리조트,28.03
버튼호텔,129.0700898,35.20568733,호텔/리조트,28.03
고궁장여관,129.0705456,35.20704536,펜션/민박/유스호스텔,8.51
파라죠모텔,129.0703321,35.20692903,펜션/민박/유스호스텔,8.51
미스터브릭호텔,129.0698944,35.20686582,호텔/리조트,28.03
호텔꿀비,129.0361714,35.15516374,호텔/리조트,28.03
태화여관,129.0429364,35.15630674,펜션/민박/유스호스텔,8.51
태화여관,129.0429463,35.15624486,펜션/민박/유스호스텔,8.51
더블유모텔,129.0216406,35.15217527,펜션/민박/유스호스텔,8.51
"네이버지도명 - '부산 개금e패션', 간판 - '호텔 e패션'",129.0234863,35.15236756,호텔/리조트,28.03
버킹검모텔,129.023101,35.15251828,펜션/민박/유스호스텔,8.51
레인보우모텔,129.0230705,35.15234276,펜션/민박/유스호스텔,8.51
레인보우호텔,129.0230578,35.15233057,호텔/리조트,28.03
허브모텔,129.020877,35.14852999,펜션/민박/유스호스텔,8.51
은하탕,129.0491411,35.15759592,펜션/민박/유스호스텔,8.51
다온하우스,129.0454496,35.15762072,펜션/민박/유스호스텔,8.51
센트모텔,129.0485476,35.15757646,펜션/민박/유스호스텔,8.51
고궁모텔,129.04877,35.15741683,펜션/민박/유스호스텔,8.51
리버모텔,129.0485892,35.15767736,펜션/민박/유스호스텔,8.51
서림장여관,129.0394561,35.16620607,펜션/민박/유스호스텔,8.51
서림장여관,129.039455,35.16621871,펜션/민박/유스호스텔,8.51
봉선모텔,129.0406128,35.16592872,펜션/민박/유스호스텔,8.51
평해여인숙,129.0442595,35.16285594,펜션/민박/유스호스텔,8.51
부일장여관,129.0499415,35.15925736,펜션/민박/유스호스텔,8.51
부일장여관,129.0499794,35.15926012,펜션/민박/유스호스텔,8.51
주안하우스,129.0585515,35.14399652,펜션/민박/유스호스텔,8.51
부산장,129.0582939,35.14350287,펜션/민박/유스호스텔,8.51
화동장,129.0554592,35.14291051,펜션/민박/유스호스텔,8.51
화동장,129.0554534,35.14290338,펜션/민박/유스호스텔,8.51
다이나믹게스트하우스,129.0576677,35.14980569,펜션/민박/유스호스텔,8.51
대호모텔,129.0630143,35.14225239,펜션/민박/유스호스텔,8.51
덴바스타호텔,129.0627571,35.14314713,호텔/리조트,28.03
예스모텔,129.0626147,35.14223464,펜션/민박/유스호스텔,8.51
K모텔,129.0625915,35.14244583,펜션/민박/유스호스텔,8.51
호텔큐파이브,129.0628281,35.14244873,호텔/리조트,28.03
7TH호텔,129.0586217,35.14807919,호텔/리조트,28.03
대성여인숙,129.058316,35.14795338,펜션/민박/유스호스텔,8.51
더호텔7TH,129.0586028,35.14807636,호텔/리조트,28.03
부산여인숙,129.0597165,35.1446214,펜션/민박/유스호스텔,8.51
"POI명 - 부산, 네이버지도명 - 부산여인숙",129.0597193,35.14463642,펜션/민박/유스호스텔,8.51
네이버지도명-이그이스모텔,129.06164,35.1483474,펜션/민박/유스호스텔,8.51
G7호텔,129.0609645,35.1490178,호텔/리조트,28.03
오즈모텔,129.061417,35.14883192,펜션/민박/유스호스텔,8.51
하루호텔,129.0604133,35.14856508,호텔/리조트,28.03
김치게스트하우스,129.0603388,35.14837391,펜션/민박/유스호스텔,8.51
투헤븐모텔,129.0604701,35.1480956,펜션/민박/유스호스텔,8.51
리순덕호텔,129.0602228,35.14870954,호텔/리조트,28.03
브라운도트호텔,129.0606016,35.14848638,호텔/리조트,28.03
하운드호텔,129.060463,35.14823734,호텔/리조트,28.03
투헤븐호텔,129.0604164,35.14809918,호텔/리조트,28.03
호텔25시,129.0604833,35.14799932,호텔/리조트,28.03
호텔콤마,129.0601728,35.14856646,호텔/리조트,28.03
네이버지도명 -'리순덕호텔',129.0602029,35.14871457,호텔/리조트,28.03
SS모텔,129.0601953,35.14884811,펜션/민박/유스호스텔,8.51
서림모텔,129.0598767,35.14511351,펜션/민박/유스호스텔,8.51
프렌치코드호텔,129.0602891,35.14726223,호텔/리조트,28.03
잉카모텔,129.0511585,35.16836433,펜션/민박/유스호스텔,8.51
로얄모텔,129.0512825,35.16802104,펜션/민박/유스호스텔,8.51
잉카모텔,129.0511642,35.16832333,펜션/민박/유스호스텔,8.51
월성모텔,129.0510155,35.16532017,펜션/민박/유스호스텔,8.51
경일장여관,129.0505653,35.15964004,펜션/민박/유스호스텔,8.51
경일장여관,129.0505624,35.15960708,펜션/민박/유스호스텔,8.51
목원장여관,129.0543514,35.16209329,펜션/민박/유스호스텔,8.51
롯데호텔,129.0555873,35.15671602,호텔/리조트,28.03
부산롯데호텔,129.0564162,35.15679003,호텔/리조트,28.03
테마모텔,129.0539795,35.15842284,펜션/민박/유스호스텔,8.51
수연장여관,129.0542796,35.15798523,펜션/민박/유스호스텔,8.51
브라운도트 호텔 서면역점 비즈니스,129.0540147,35.15660168,호텔/리조트,28.03
올인모텔,129.055097,35.15886183,펜션/민박/유스호스텔,8.51
프로포즈 모텔,129.0569114,35.15528276,펜션/민박/유스호스텔,8.51
K9모텔,129.0567822,35.15533374,펜션/민박/유스호스텔,8.51
더블린호텔,129.056593,35.15505577,호텔/리조트,28.03
휴모텔,129.0568235,35.15473986,펜션/민박/유스호스텔,8.51
계림장여관,129.0620246,35.15746734,펜션/민박/유스호스텔,8.51
S모텔,129.0620462,35.15474701,펜션/민박/유스호스텔,8.51
소호호텔,129.0617684,35.15861686,호텔/리조트,28.03
삼호장여관,129.0613344,35.15850849,펜션/민박/유스호스텔,8.51
레지던스머뭄,129.0617251,35.15884453,호텔/리조트,28.03
동경장여관,129.0613647,35.15814259,펜션/민박/유스호스텔,8.51
하루모텔,129.0612268,35.15618517,펜션/민박/유스호스텔,8.51
홈호텔,129.0617138,35.1563924,호텔/리조트,28.03
아주여관,129.0610691,35.164229,펜션/민박/유스호스텔,8.51
거북장여관,129.061176,35.16430723,펜션/민박/유스호스텔,8.51
거북장여관,129.0612815,35.16426746,펜션/민박/유스호스텔,8.51
도원장,129.0597247,35.1634603,펜션/민박/유스호스텔,8.51
TRTHOTEL,129.0558452,35.15323683,호텔/리조트,28.03
샤이어호텔,129.0570959,35.15223043,호텔/리조트,28.03
퀸스호텔,129.0553457,35.15502879,호텔/리조트,28.03
크로바여관,129.0549787,35.16112187,펜션/민박/유스호스텔,8.51
SF모텔,129.0567026,35.1519504,펜션/민박/유스호스텔,8.51
부산 비즈니스 호텔,129.0545363,35.15610984,호텔/리조트,28.03
짝럭셔리호텔,129.0564824,35.15298466,호텔/리조트,28.03
국제장여관,129.0572887,35.1611811,펜션/민박/유스호스텔,8.51
국제여관,129.0572847,35.16117916,펜션/민박/유스호스텔,8.51
국제여관,129.0572847,35.16117916,펜션/민박/유스호스텔,8.51
부호장여관,129.058248,35.16116578,펜션/민박/유스호스텔,8.51
부호장,129.0582422,35.16116486,펜션/민박/유스호스텔,8.51
부산장,129.058456,35.16010913,펜션/민박/유스호스텔,8.51
부산모텔,129.0584541,35.16011492,펜션/민박/유스호스텔,8.51
로망스모텔,129.0584878,35.16115621,펜션/민박/유스호스텔,8.51
우리모텔,129.0568818,35.15336443,펜션/민박/유스호스텔,8.51
넘버25 호텔 서면1번가점,129.0570678,35.15261614,호텔/리조트,28.03
호텔치즈,129.0565869,35.15344774,호텔/리조트,28.03
V.V모텔,129.0570416,35.15367424,펜션/민박/유스호스텔,8.51
호텔J7,129.0570356,35.15239458,호텔/리조트,28.03
모텔오투,129.0571502,35.15331752,펜션/민박/유스호스텔,8.51
시티호텔지앤지,129.0568996,35.15359537,호텔/리조트,28.03
ON모텔,129.0565007,35.15356497,펜션/민박/유스호스텔,8.51
필 모텔,129.0569413,35.15316477,펜션/민박/유스호스텔,8.51
Y모텔,129.056806,35.15242629,펜션/민박/유스호스텔,8.51
아바모텔,129.0571096,35.15386379,펜션/민박/유스호스텔,8.51
하림장모텔,129.0537162,35.15861186,펜션/민박/유스호스텔,8.51
뉴부산장여관,129.056426,35.15843714,펜션/민박/유스호스텔,8.51
라라비안코 비즈니스 호텔,129.0559571,35.15882716,호텔/리조트,28.03
수빈장여관,129.0568339,35.15972742,펜션/민박/유스호스텔,8.51
더블유모텔부산,129.0569352,35.15990707,펜션/민박/유스호스텔,8.51
호텔티티,129.0564859,35.16069778,호텔/리조트,28.03
W모텔,129.0569148,35.15992419,펜션/민박/유스호스텔,8.51
부산여인숙,129.0568919,35.1596953,펜션/민박/유스호스텔,8.51
캘리호스텔 서면본점,129.0592033,35.16026523,펜션/민박/유스호스텔,8.51
J모텔,129.0586352,35.16008446,펜션/민박/유스호스텔,8.51
놈모텔,129.0552562,35.15995398,펜션/민박/유스호스텔,8.51
이화장모텔,129.0563342,35.16048876,펜션/민박/유스호스텔,8.51
369모텔,129.0560726,35.16064593,펜션/민박/유스호스텔,8.51
호텔밴드,129.0560726,35.16064593,호텔/리조트,28.03
동광여인숙,129.0574276,35.16235374,펜션/민박/유스호스텔,8.51
동광여인숙,129.0574276,35.16235374,펜션/민박/유스호스텔,8.51
초원장,129.0564855,35.16216813,펜션/민박/유스호스텔,8.51
쉬리모텔,129.0596214,35.15997944,펜션/민박/유스호스텔,8.51
조아모텔,129.0597916,35.15991504,펜션/민박/유스호스텔,8.51
삼화여관,129.0604428,35.16039938,펜션/민박/유스호스텔,8.51
OK모텔,129.0596829,35.16005096,펜션/민박/유스호스텔,8.51
넘버25호텔,129.0594884,35.15914491,호텔/리조트,28.03
부산 서면 블루밍호텔,129.0581902,35.15200989,호텔/리조트,28.03
IB호텔,129.0572604,35.15224743,호텔/리조트,28.03
유나호텔 비지니스,129.0573227,35.15198678,호텔/리조트,28.03
블루모텔,129.0572747,35.15294788,펜션/민박/유스호스텔,8.51
사우스반데코호텔,129.0581902,35.15104769,호텔/리조트,28.03
솔라리아니시테츠호텔,129.0581917,35.15237637,호텔/리조트,28.03
K7모텔,129.0573229,35.15367946,펜션/민박/유스호스텔,8.51
몰디브모텔,129.0571754,35.15368163,펜션/민박/유스호스텔,8.51
일번가모텔,129.0582028,35.15479903,펜션/민박/유스호스텔,8.51
숨모텔,129.0555861,35.159798,펜션/민박/유스호스텔,8.51
홍도장여관,129.0561328,35.15913452,펜션/민박/유스호스텔,8.51
숨모텔,129.0555861,35.15979792,펜션/민박/유스호스텔,8.51
부산게스트하우스세리인,129.0559058,35.15932136,펜션/민박/유스호스텔,8.51
ZAVA모텔,129.05615,35.15930416,펜션/민박/유스호스텔,8.51
브이모텔,129.0565217,35.15976272,펜션/민박/유스호스텔,8.51
모텔지에스,129.0548109,35.16136043,펜션/민박/유스호스텔,8.51
월렉스모텔,129.0546082,35.16122887,펜션/민박/유스호스텔,8.51
올리브모텔,129.0553756,35.15835254,펜션/민박/유스호스텔,8.51
핑크장,129.0555458,35.15834458,펜션/민박/유스호스텔,8.51
하이모텔,129.0559002,35.15817134,펜션/민박/유스호스텔,8.51
핑크모텔,129.0555453,35.15835442,펜션/민박/유스호스텔,8.51
쌍마모텔,129.0559993,35.15839448,펜션/민박/유스호스텔,8.51
QT모텔,129.0603682,35.15582712,펜션/민박/유스호스텔,8.51
제니하우스,129.0598572,35.15694241,펜션/민박/유스호스텔,8.51
금하장여관,129.0613285,35.15922408,펜션/민박/유스호스텔,8.51
금하장여관,129.0613186,35.15922782,펜션/민박/유스호스텔,8.51
브라운도트 호텔 서면1호점,129.0611729,35.15896579,호텔/리조트,28.03
젠백팩커스호스텔,129.0540269,35.15366742,펜션/민박/유스호스텔,8.51
블루백팩커스호스텔,129.055282,35.15247589,펜션/민박/유스호스텔,8.51
"네이버지도명 - '미니 바이 유니크스테이', 간판 - 'HOTEL MINI'",129.0548166,35.15297378,호텔/리조트,28.03
