업체명,경도,위도,숙박유형,숙박점수
1박2일모텔,129.0547118,35.15335227,펜션/민박/유스호스텔,8.51
X모텔,129.060067,35.15232348,펜션/민박/유스호스텔,8.51
K게스트하우스,129.0585855,35.15270274,펜션/민박/유스호스텔,8.51
24게스트하우스,129.0585788,35.15285601,펜션/민박/유스호스텔,8.51
호텔야자,129.0586256,35.1511465,호텔/리조트,28.03
삼천장,129.0601993,35.15712977,펜션/민박/유스호스텔,8.51
어반스테이더센트럴,129.0609156,35.15931262,호텔/리조트,28.03
어스틴게스트하우스,129.0603425,35.15183234,펜션/민박/유스호스텔,8.51
삼호장여관,129.0605006,35.15483716,펜션/민박/유스호스텔,8.51
호텔유케이,129.0613436,35.15386257,호텔/리조트,28.03
지오모텔,129.0614722,35.15371909,펜션/민박/유스호스텔,8.51
그랑호텔,129.0611082,35.15411878,호텔/리조트,28.03
호텔 아리아 서면,129.0612241,35.1560295,호텔/리조트,28.03
브이호텔,129.0557498,35.15474852,호텔/리조트,28.03
호텔엘레펀트,129.0560521,35.15532509,호텔/리조트,28.03
호텔 25시,129.0562535,35.15484717,호텔/리조트,28.03
호텔 더 스위트,129.0562299,35.15504664,호텔/리조트,28.03
렛츠고모텔,129.0555028,35.15521349,펜션/민박/유스호스텔,8.51
호텔더스위트,129.0562299,35.15504664,호텔/리조트,28.03
호텔와이티티,129.0553379,35.15555822,호텔/리조트,28.03
하운드호텔,129.0560237,35.15485427,호텔/리조트,28.03
호텔25시,129.0562535,35.15484717,호텔/리조트,28.03
쉼모텔,129.0554273,35.15529254,펜션/민박/유스호스텔,8.51
와우모텔,129.0559556,35.15513609,펜션/민박/유스호스텔,8.51
꿈의궁전모텔,129.0562299,35.15552828,펜션/민박/유스호스텔,8.51
라이온호텔,129.056101,35.15508346,호텔/리조트,28.03
YTT모텔,129.0553418,35.15555808,펜션/민박/유스호스텔,8.51
호텔야자,129.0560698,35.15556388,호텔/리조트,28.03
더클럽호텔,129.0565632,35.15485176,호텔/리조트,28.03
더클럽호텔,129.0565531,35.15478012,호텔/리조트,28.03
아르반호텔,129.0571894,35.15463886,호텔/리조트,28.03
엔젤호텔,129.0619158,35.1540265,호텔/리조트,28.03
호텔 엔젤,129.0618853,35.15408577,호텔/리조트,28.03
화성장여관,129.0606589,35.15566686,펜션/민박/유스호스텔,8.51
동명장여관,129.0605483,35.15560968,펜션/민박/유스호스텔,8.51
R모텔,129.0619244,35.15507189,펜션/민박/유스호스텔,8.51
신신호텔,129.0589835,35.15980174,호텔/리조트,28.03
간판 - 태화모텔,129.0592094,35.16254874,펜션/민박/유스호스텔,8.51
순우정모텔,129.0677145,35.1701914,펜션/민박/유스호스텔,8.51
화지청소년문화회관,129.0616758,35.17514854,캠핑/카라반/글램핑,7.98
양정청소년수련관,129.0717334,35.17729624,캠핑/카라반/글램핑,7.98
낙원모텔,129.0690058,35.17122324,펜션/민박/유스호스텔,8.51
스테이에비뉴호텔 양정점,129.0691565,35.17122129,호텔/리조트,28.03
브라운도트 호텔 양정점,129.0691209,35.17136231,호텔/리조트,28.03
낙원모텔,129.0689993,35.17121792,펜션/민박/유스호스텔,8.51
스테이에비뉴호텔 양정점,129.0691503,35.17121398,호텔/리조트,28.03
선풍장여관,129.070587,35.17073869,펜션/민박/유스호스텔,8.51
큐브모텔,129.0721349,35.17273658,펜션/민박/유스호스텔,8.51
호텔369,129.068879,35.16912541,호텔/리조트,28.03
호텔369,129.0688748,35.16911933,호텔/리조트,28.03
호림모텔,129.0726509,35.17301037,펜션/민박/유스호스텔,8.51
V1모텔,129.0703982,35.17255174,펜션/민박/유스호스텔,8.51
윙크장,129.0739968,35.17551439,펜션/민박/유스호스텔,8.51
미광장여관,129.0508317,35.16913002,펜션/민박/유스호스텔,8.51
골드모텔,129.0664917,35.15986302,펜션/민박/유스호스텔,8.51
영진목욕탕,129.0661793,35.16049079,펜션/민박/유스호스텔,8.51
토요코인호텔,129.0640808,35.15796708,호텔/리조트,28.03
토요코인호텔 부산서면,129.0640534,35.15796689,호텔/리조트,28.03
신라장여관,129.0637298,35.16027882,펜션/민박/유스호스텔,8.51
엘라하우스,129.0645742,35.15669999,펜션/민박/유스호스텔,8.51
하루모텔,129.0669624,35.16632243,펜션/민박/유스호스텔,8.51
전포여관,129.0604111,35.15473223,펜션/민박/유스호스텔,8.51
모텔리베라,129.0484484,35.18110743,펜션/민박/유스호스텔,8.51
젬모텔,129.0481203,35.18104508,펜션/민박/유스호스텔,8.51
브라운도트호텔,129.0478229,35.18098586,호텔/리조트,28.03
쏠호텔,129.0482399,35.18105762,호텔/리조트,28.03
짱9모텔,129.0485418,35.18088047,펜션/민박/유스호스텔,8.51
모텔리베라,129.0484503,35.18109848,펜션/민박/유스호스텔,8.51
설탕모텔,129.0482347,35.18146413,펜션/민박/유스호스텔,8.51
설탕모텔,129.0482395,35.18149589,펜션/민박/유스호스텔,8.51
리베라여관,129.0484789,35.18139519,펜션/민박/유스호스텔,8.51
리베라모텔,129.0486754,35.18137041,펜션/민박/유스호스텔,8.51
이화모텔,129.0486552,35.18114716,펜션/민박/유스호스텔,8.51
이화장,129.0486552,35.18114716,펜션/민박/유스호스텔,8.51
초읍 유나호텔,129.0482519,35.18214498,호텔/리조트,28.03
넘버25 호텔 초읍점,129.048263,35.18196497,호텔/리조트,28.03
발렌타인모텔,129.0476416,35.18160136,펜션/민박/유스호스텔,8.51
온모텔,129.0477544,35.18115263,펜션/민박/유스호스텔,8.51
아이리스모텔,129.0481262,35.1812842,펜션/민박/유스호스텔,8.51
루모텔,129.0480579,35.18146837,펜션/민박/유스호스텔,8.51
비타민호텔,129.048036,35.18155566,호텔/리조트,28.03
비타민호텔,129.0480257,35.18155164,호텔/리조트,28.03
라라호텔,129.0478919,35.18220792,호텔/리조트,28.03
로얄모텔,129.0475679,35.18231484,펜션/민박/유스호스텔,8.51
코리아나 모텔,129.047671,35.18225681,펜션/민박/유스호스텔,8.51
모텔 알리바바,129.0465395,35.18159173,펜션/민박/유스호스텔,8.51
아리바바여관,129.0466456,35.18174058,펜션/민박/유스호스텔,8.51
아리바바여관,129.0466523,35.18174329,펜션/민박/유스호스텔,8.51
경남장여관,128.9989645,35.20612018,펜션/민박/유스호스텔,8.51
엠유모텔,128.9993476,35.20641044,펜션/민박/유스호스텔,8.51
테크노모텔,128.9994946,35.20657704,펜션/민박/유스호스텔,8.51
청포장여관,128.9956474,35.2033517,펜션/민박/유스호스텔,8.51
뉴몽블랑모텔,128.9982738,35.20553178,펜션/민박/유스호스텔,8.51
녹천장,128.9992365,35.20612312,펜션/민박/유스호스텔,8.51
샤롯데모텔,128.9957767,35.20328843,펜션/민박/유스호스텔,8.51
향원장모텔,128.9971962,35.20605064,펜션/민박/유스호스텔,8.51
보라장여관,128.9966379,35.20509832,펜션/민박/유스호스텔,8.51
아몬드호텔,128.9957229,35.2049175,호텔/리조트,28.03
울산장,128.9956883,35.20441347,펜션/민박/유스호스텔,8.51
명성장여관,128.9950781,35.20399518,펜션/민박/유스호스텔,8.51
애플모텔,129.0009864,35.20883043,펜션/민박/유스호스텔,8.51
썸모텔,129.0007426,35.20857009,펜션/민박/유스호스텔,8.51
이데아호텔,128.9994216,35.20749588,호텔/리조트,28.03
스미스호텔,129.0010643,35.20900888,호텔/리조트,28.03
한일여관,129.0031491,35.20847856,펜션/민박/유스호스텔,8.51
한일여관,129.0031647,35.20848694,펜션/민박/유스호스텔,8.51
국보장여관,129.0041076,35.20955661,펜션/민박/유스호스텔,8.51
화목장여관,129.0029988,35.20899976,펜션/민박/유스호스텔,8.51
A모텔,128.9946933,35.20371899,펜션/민박/유스호스텔,8.51
바르도호텔,128.9999617,35.20900686,호텔/리조트,28.03
국보장여관,129.0041075,35.20955649,펜션/민박/유스호스텔,8.51
삼오장여관,129.0002222,35.20889977,펜션/민박/유스호스텔,8.51
V7모텔,128.994749,35.20378277,펜션/민박/유스호스텔,8.51
엘리스모텔,128.9948348,35.20385528,펜션/민박/유스호스텔,8.51
글로리모텔,129.0003853,35.20916913,펜션/민박/유스호스텔,8.51
베니스모텔,129.0004044,35.20903374,펜션/민박/유스호스텔,8.51
세븐모텔,129.0005585,35.20960174,펜션/민박/유스호스텔,8.51
유선게스트하우스,128.9894959,35.19779347,펜션/민박/유스호스텔,8.51
창성장여관,128.996627,35.20563293,펜션/민박/유스호스텔,8.51
서전별장,128.9986443,35.20720508,펜션/민박/유스호스텔,8.51
동원장여관,128.9984378,35.20707033,펜션/민박/유스호스텔,8.51
용궁장여관,128.9982807,35.20718948,펜션/민박/유스호스텔,8.51
초록장여관,128.9984417,35.20728847,펜션/민박/유스호스텔,8.51
대업장,128.9981747,35.2072045,펜션/민박/유스호스텔,8.51
모텔캣츠,128.9975868,35.20680983,펜션/민박/유스호스텔,8.51
역전여인숙,128.997406,35.20642248,펜션/민박/유스호스텔,8.51
프린스모텔,128.9987717,35.20762221,펜션/민박/유스호스텔,8.51
모란장여관,128.9988842,35.20740101,펜션/민박/유스호스텔,8.51
M모텔,128.998965,35.20729714,펜션/민박/유스호스텔,8.51
뉴캐럿모텔,129.0006952,35.20980823,펜션/민박/유스호스텔,8.51
와우모텔,129.0008525,35.20981187,펜션/민박/유스호스텔,8.51
I모텔,129.0007573,35.20874951,펜션/민박/유스호스텔,8.51
브띠크모텔,129.0008787,35.20911036,펜션/민박/유스호스텔,8.51
청우장여관,129.0007317,35.20889291,펜션/민박/유스호스텔,8.51
그린모텔,129.0016862,35.20878569,펜션/민박/유스호스텔,8.51
V모텔,129.0014935,35.20848622,펜션/민박/유스호스텔,8.51
쇼모텔,129.0015774,35.2086426,펜션/민박/유스호스텔,8.51
브라운도트호텔,129.001219,35.20833283,호텔/리조트,28.03
동영여인숙,129.001318,35.20721983,펜션/민박/유스호스텔,8.51
경수장여관,129.0045949,35.20928539,펜션/민박/유스호스텔,8.51
영빈장여관,128.995949,35.20231771,펜션/민박/유스호스텔,8.51
태흥장여관,128.9963779,35.20289394,펜션/민박/유스호스텔,8.51
은성장여관,128.9963039,35.20279343,펜션/민박/유스호스텔,8.51
상록장여관,129.0027771,35.20724257,펜션/민박/유스호스텔,8.51
아림장,129.0030321,35.2083052,펜션/민박/유스호스텔,8.51
화명오토캠핑장,129.0006771,35.22236866,캠핑/카라반/글램핑,7.98
1박2일모텔,129.0040236,35.21037217,펜션/민박/유스호스텔,8.51
스카이모텔,129.004183,35.21034206,펜션/민박/유스호스텔,8.51
에이유호텔,129.0031021,35.21040931,호텔/리조트,28.03
리베라모텔,129.0035535,35.21043553,펜션/민박/유스호스텔,8.51
매직모텔,129.0053979,35.21095051,펜션/민박/유스호스텔,8.51
덕천모텔,129.0093667,35.21172191,펜션/민박/유스호스텔,8.51
만수장모텔,129.0072182,35.21114622,펜션/민박/유스호스텔,8.51
덕천코코호텔,129.0095596,35.21197204,호텔/리조트,28.03
그림모텔,129.0061453,35.21114173,펜션/민박/유스호스텔,8.51
힐링모텔,129.005949,35.21107664,펜션/민박/유스호스텔,8.51
브라운도트호텔,129.0062893,35.21086504,호텔/리조트,28.03
투헤븐호텔,129.0036485,35.21011239,호텔/리조트,28.03
티파니모텔,129.0038068,35.21028587,펜션/민박/유스호스텔,8.51
에스모텔,129.0098835,35.21072234,펜션/민박/유스호스텔,8.51
모텔썸,129.0074796,35.21014597,펜션/민박/유스호스텔,8.51
호림장여관,129.0101301,35.21096423,펜션/민박/유스호스텔,8.51
25시모텔,129.0120034,35.21134821,펜션/민박/유스호스텔,8.51
육회산장,129.0108772,35.20979526,펜션/민박/유스호스텔,8.51
계곡산장,129.0419164,35.21676753,펜션/민박/유스호스텔,8.51
파라디아모텔,129.0452136,35.21419379,펜션/민박/유스호스텔,8.51
백양장여관,129.037802,35.20889208,펜션/민박/유스호스텔,8.51
투헤븐 모텔,129.047412,35.21107448,펜션/민박/유스호스텔,8.51
브라운도트 호텔 만덕점,129.0467262,35.21168623,호텔/리조트,28.03
메아리산장,129.0466352,35.21556581,펜션/민박/유스호스텔,8.51
겨울연가모텔,129.0473827,35.21070402,펜션/민박/유스호스텔,8.51
MVG모텔,129.0468945,35.21087372,펜션/민박/유스호스텔,8.51
유진모텔,129.0476253,35.21166248,펜션/민박/유스호스텔,8.51
나인투나인모텔,129.0486846,35.21187947,펜션/민박/유스호스텔,8.51
투헤븐모텔,129.0474069,35.21106642,펜션/민박/유스호스텔,8.51
더젠틀호텔,129.0470369,35.21143134,호텔/리조트,28.03
넘버25호텔,129.0482486,35.21164729,호텔/리조트,28.03
아브레 모텔,129.047101,35.2112108,펜션/민박/유스호스텔,8.51
투헤븐 모텔,129.047412,35.21107447,펜션/민박/유스호스텔,8.51
아브레모텔,129.0469873,35.21110848,펜션/민박/유스호스텔,8.51
브라운도트호텔,129.0467262,35.21168623,호텔/리조트,28.03
겨울연가모텔,129.0473698,35.21066379,펜션/민박/유스호스텔,8.51
호텔야자,129.0089001,35.23453852,호텔/리조트,28.03
스파호텔,129.0098164,35.23445217,호텔/리조트,28.03
B&B모텔,129.0091873,35.23454522,펜션/민박/유스호스텔,8.51
메르시호텔,129.0096255,35.23449819,호텔/리조트,28.03
호텔브리즈,129.0089015,35.23453418,호텔/리조트,28.03
스카이모텔,129.0101,35.2344663,펜션/민박/유스호스텔,8.51
MU모텔,129.0091171,35.23575397,펜션/민박/유스호스텔,8.51
런더너모텔,129.00896,35.23578298,펜션/민박/유스호스텔,8.51
덴바스타호텔 화명점,129.008601,35.23583317,호텔/리조트,28.03
브라운도트호텔,129.0087763,35.23581268,호텔/리조트,28.03
런더너호텔,129.00896,35.23578298,호텔/리조트,28.03
덴바스타호텔,129.008601,35.23583317,호텔/리조트,28.03
아바모텔,129.0088647,35.23486462,펜션/민박/유스호스텔,8.51
루이스J호텔,128.9735777,35.15395401,호텔/리조트,28.03
1954호텔,128.9753807,35.15307003,호텔/리조트,28.03
호텔프리마,128.9864574,35.15192309,호텔/리조트,28.03
덴바스타호텔,128.9864777,35.15209306,호텔/리조트,28.03
제이 모텔,128.9864003,35.15383378,펜션/민박/유스호스텔,8.51
더스톤브릿지호텔,128.986362,35.15368566,호텔/리조트,28.03
제일장여관,128.9873418,35.15846402,펜션/민박/유스호스텔,8.51
동경장여관,128.9871089,35.15849104,펜션/민박/유스호스텔,8.51
엠유모텔,128.9830634,35.15382193,펜션/민박/유스호스텔,8.51
경남장여관,128.9804391,35.15494111,펜션/민박/유스호스텔,8.51
경남장여관,128.9806148,35.15481734,펜션/민박/유스호스텔,8.51
청수장여관,128.9911585,35.15452328,펜션/민박/유스호스텔,8.51
호텔 자,128.9911325,35.15074961,호텔/리조트,28.03
NO25호텔,128.9894575,35.15245083,호텔/리조트,28.03
비즈니스호텔 르네상스,128.9830104,35.16176556,호텔/리조트,28.03
호텔파라곤,128.9813891,35.16192209,호텔/리조트,28.03
한도호텔파라곤,128.9813951,35.16193644,호텔/리조트,28.03
동남장여관,128.9812251,35.16515116,펜션/민박/유스호스텔,8.51
송림장여관,128.981248,35.16504819,펜션/민박/유스호스텔,8.51
강남여인숙,128.9838629,35.16576002,펜션/민박/유스호스텔,8.51
화성장,128.9836857,35.16565859,펜션/민박/유스호스텔,8.51
강남여인숙,128.983863,35.16576005,펜션/민박/유스호스텔,8.51
소르젠떼비지니스호텔,128.983987,35.16487681,호텔/리조트,28.03
나이스장,128.984172,35.16466104,펜션/민박/유스호스텔,8.51
황금장,128.9862282,35.16145798,펜션/민박/유스호스텔,8.51
브이원모텔,128.9859781,35.16150676,펜션/민박/유스호스텔,8.51
센스모텔,128.9865523,35.16149088,펜션/민박/유스호스텔,8.51
기린장모텔,128.985928,35.16306204,펜션/민박/유스호스텔,8.51
하트장여관,128.9852065,35.16405716,펜션/민박/유스호스텔,8.51
연암장여관,128.9855969,35.16293482,펜션/민박/유스호스텔,8.51
에스 호텔,128.9859644,35.16332153,호텔/리조트,28.03
호수장,128.9857523,35.16298792,펜션/민박/유스호스텔,8.51
하트장여관,128.9851657,35.16405063,펜션/민박/유스호스텔,8.51
천우장여관,128.9856368,35.16282614,펜션/민박/유스호스텔,8.51
기린장모텔,128.9859663,35.16307834,펜션/민박/유스호스텔,8.51
압구정모텔,128.9865981,35.16329527,펜션/민박/유스호스텔,8.51
아이모텔,128.986253,35.16321953,펜션/민박/유스호스텔,8.51
올레모텔,128.9864589,35.16366718,펜션/민박/유스호스텔,8.51
SHOW모텔,128.9861544,35.16343794,펜션/민박/유스호스텔,8.51
파트너모텔,128.9864823,35.16293839,펜션/민박/유스호스텔,8.51
W모텔,128.9867921,35.16300419,펜션/민박/유스호스텔,8.51
핑크장여관,128.986393,35.16312684,펜션/민박/유스호스텔,8.51
뉴코리아모텔,128.9865389,35.16345134,펜션/민박/유스호스텔,8.51
SHOW모텔,128.9861594,35.16345744,펜션/민박/유스호스텔,8.51
뉴코리아모텔,128.9865447,35.16346696,펜션/민박/유스호스텔,8.51
핑크장여관,128.986394,35.16313891,펜션/민박/유스호스텔,8.51
금하모텔,128.9864227,35.16303397,펜션/민박/유스호스텔,8.51
아비송모텔,128.9864246,35.163795,펜션/민박/유스호스텔,8.51
호림장여관,128.9770462,35.1685197,펜션/민박/유스호스텔,8.51
호림장여관,128.9770545,35.16851527,펜션/민박/유스호스텔,8.51
ND1226HOTEL,128.9770927,35.16940714,호텔/리조트,28.03
ND.1226호텔,128.9770927,35.16940714,호텔/리조트,28.03
성일장여관,128.9814102,35.16742864,펜션/민박/유스호스텔,8.51
옥돌별장,128.9813114,35.16730912,펜션/민박/유스호스텔,8.51
동원장,128.9868817,35.15943368,펜션/민박/유스호스텔,8.51
비치모텔,128.9835485,35.16495313,펜션/민박/유스호스텔,8.51
아리스모텔,128.9867793,35.15910116,펜션/민박/유스호스텔,8.51
일루아,128.9833959,35.16565484,호텔/리조트,28.03
엔젤장여관,128.983247,35.16672102,펜션/민박/유스호스텔,8.51
미림장여관,128.9871208,35.15941758,펜션/민박/유스호스텔,8.51
서울여관,128.9830143,35.16655878,펜션/민박/유스호스텔,8.51
발렌타인모텔,128.9859915,35.15855552,펜션/민박/유스호스텔,8.51
비너스모텔,128.9859969,35.15839983,펜션/민박/유스호스텔,8.51
산장모텔,128.9859658,35.15829346,펜션/민박/유스호스텔,8.51
평화장여관,128.9845602,35.16025098,펜션/민박/유스호스텔,8.51
힐링장,128.9855263,35.16351633,펜션/민박/유스호스텔,8.51
썸 호텔,128.9825928,35.16396152,호텔/리조트,28.03
빈스70호텔,128.9807283,35.16427167,호텔/리조트,28.03
MU모텔,128.9811926,35.16411443,펜션/민박/유스호스텔,8.51
루이스호텔,128.9828954,35.16418159,호텔/리조트,28.03
연풍모텔,128.9827954,35.16390783,펜션/민박/유스호스텔,8.51
콤마호텔,128.9805712,35.16428351,호텔/리조트,28.03
나무늘보호텔,128.9822777,35.16401217,호텔/리조트,28.03
투헤븐모텔,128.9808687,35.1641825,펜션/민박/유스호스텔,8.51
세느모텔,128.980424,35.16433111,펜션/민박/유스호스텔,8.51
비너스모텔,128.9824248,35.1639954,펜션/민박/유스호스텔,8.51
SS모텔,128.9820241,35.16393034,펜션/민박/유스호스텔,8.51
삼신장여관,128.9851161,35.16428142,펜션/민박/유스호스텔,8.51
영남장여관,128.9849597,35.16430814,펜션/민박/유스호스텔,8.51
온정장,128.9840366,35.16452556,펜션/민박/유스호스텔,8.51
블랙모텔,128.9849465,35.16452378,펜션/민박/유스호스텔,8.51
현대장,128.9814006,35.16509023,펜션/민박/유스호스텔,8.51
연화장,128.9835432,35.16535433,펜션/민박/유스호스텔,8.51
천일장여관,128.9837016,35.16500977,펜션/민박/유스호스텔,8.51
호텔더반,128.9838959,35.16503543,호텔/리조트,28.03
연화장,128.9835636,35.1653686,펜션/민박/유스호스텔,8.51
오아시스장 여관,128.9844696,35.16552691,펜션/민박/유스호스텔,8.51
천일장여관,128.9836971,35.16501389,펜션/민박/유스호스텔,8.51
신라장여관,128.9844257,35.16527707,펜션/민박/유스호스텔,8.51
달빛궁전모텔,128.9835142,35.16568088,펜션/민박/유스호스텔,8.51
동양장여관,128.9811622,35.16559183,펜션/민박/유스호스텔,8.51
네츄럴모텔,128.9821909,35.16625609,펜션/민박/유스호스텔,8.51
태화장여관,128.9814518,35.16998486,펜션/민박/유스호스텔,8.51
풍유장여관,128.9843645,35.15959511,펜션/민박/유스호스텔,8.51
제일장여관,128.9841299,35.15945579,펜션/민박/유스호스텔,8.51
수복장여관,128.9856558,35.15809972,펜션/민박/유스호스텔,8.51
수복장여관,128.9856622,35.1581064,펜션/민박/유스호스텔,8.51
산유장여관,128.9849138,35.15882452,펜션/민박/유스호스텔,8.51
하운드호텔,128.9776815,35.16179246,호텔/리조트,28.03
브라운도트사상르네시떼점,128.979551,35.16147986,호텔/리조트,28.03
프리미엄아바호텔,128.9828291,35.1614781,호텔/리조트,28.03
하이디자인호텔,128.9836696,35.16138648,호텔/리조트,28.03
헤라모텔,128.9791651,35.16159403,펜션/민박/유스호스텔,8.51
ZAM101HOTEL,128.9818697,35.16153113,호텔/리조트,28.03
하운드호텔 사상점,128.9776934,35.16180927,호텔/리조트,28.03
록수장여관,128.9843877,35.17469176,펜션/민박/유스호스텔,8.51
태화장여관,128.9813999,35.1698277,펜션/민박/유스호스텔,8.51
덕성여인숙,128.9810474,35.17063914,펜션/민박/유스호스텔,8.51
동심여관,128.9825566,35.17104497,펜션/민박/유스호스텔,8.51
성림장여관,128.9828551,35.17225958,펜션/민박/유스호스텔,8.51
젬모텔,128.9832273,35.18135737,펜션/민박/유스호스텔,8.51
호텔 979,128.9886251,35.1883001,호텔/리조트,28.03
화성장,128.9904763,35.18950433,펜션/민박/유스호스텔,8.51
호텔이레,128.9841552,35.18245111,호텔/리조트,28.03
넘버25호텔,128.986629,35.18226848,호텔/리조트,28.03
운수장여관,128.9872839,35.18547075,펜션/민박/유스호스텔,8.51
미도여관,128.9849182,35.18632104,펜션/민박/유스호스텔,8.51
삼락생태공원오토캠핑장,128.9690914,35.16652587,캠핑/카라반/글램핑,7.98
태양장여관,128.9876325,35.19538473,펜션/민박/유스호스텔,8.51
큐모텔,128.9801193,35.18934989,펜션/민박/유스호스텔,8.51
보브모텔,128.9773899,35.1855446,펜션/민박/유스호스텔,8.51
웁스모텔,128.9764645,35.17934376,펜션/민박/유스호스텔,8.51
호텔더메이,128.9861284,35.19522639,호텔/리조트,28.03
옥림모텔,128.987005,35.19514062,펜션/민박/유스호스텔,8.51
성주여관,128.9813054,35.17262621,펜션/민박/유스호스텔,8.51
송학장여관,128.9782382,35.16965048,펜션/민박/유스호스텔,8.51
짝모텔,128.9677111,35.12601272,펜션/민박/유스호스텔,8.51
브라운도트호텔,128.9688159,35.12866363,호텔/리조트,28.03
호텔프랜치코드,128.9686695,35.12869769,호텔/리조트,28.03
W모텔,128.9694416,35.12907224,펜션/민박/유스호스텔,8.51
빅토리아모텔,128.9690593,35.12668559,펜션/민박/유스호스텔,8.51
대구여관,128.9737247,35.13147949,펜션/민박/유스호스텔,8.51
플라워모텔,129.001563,35.14994167,펜션/민박/유스호스텔,8.51
송민장여관,128.9975767,35.15095259,펜션/민박/유스호스텔,8.51
미니호텔,129.012609,35.14934912,호텔/리조트,28.03
은성장여관,128.9980859,35.15100598,펜션/민박/유스호스텔,8.51
초원장여관,128.9956941,35.15221224,펜션/민박/유스호스텔,8.51
신신장여관,128.9879863,35.14215223,펜션/민박/유스호스텔,8.51
369모텔,128.9884386,35.14299203,펜션/민박/유스호스텔,8.51
엔젤모텔,128.9961325,35.13473436,펜션/민박/유스호스텔,8.51
코코모텔,128.9960464,35.13493324,펜션/민박/유스호스텔,8.51
방가방가게스트하우스,129.0095616,35.09713343,펜션/민박/유스호스텔,8.51
방가방가게스트하우스,129.0094799,35.09721415,펜션/민박/유스호스텔,8.51
연희모텔,129.0060331,35.08646522,펜션/민박/유스호스텔,8.51
경동장여관,129.0056876,35.08937716,펜션/민박/유스호스텔,8.51
삼풍장여관,129.006027,35.08538127,펜션/민박/유스호스텔,8.51
파라다이스,129.0053656,35.08588204,호텔/리조트,28.03
파라다이스모텔,129.0053756,35.08587687,펜션/민박/유스호스텔,8.51
대창여관,129.00638,35.08546849,펜션/민박/유스호스텔,8.51
청운장,128.9847249,35.09722541,펜션/민박/유스호스텔,8.51
비엘모텔,128.9803202,35.10019379,펜션/민박/유스호스텔,8.51
은하모텔,128.9937554,35.1007088,펜션/민박/유스호스텔,8.51
유진여인숙,128.9934826,35.10081774,펜션/민박/유스호스텔,8.51
미모텔,128.9941447,35.10081454,펜션/민박/유스호스텔,8.51
오렌지모텔,128.9936301,35.10074036,펜션/민박/유스호스텔,8.51
에덴장여관,128.9950867,35.10115906,펜션/민박/유스호스텔,8.51
동경장여관,128.9945927,35.10109807,펜션/민박/유스호스텔,8.51
9월모텔,128.9946308,35.10097408,펜션/민박/유스호스텔,8.51
로쏘호텔,128.9933311,35.10061304,호텔/리조트,28.03
늘봄모텔,128.992136,35.10039054,펜션/민박/유스호스텔,8.51
위브모텔,128.9913635,35.09904959,펜션/민박/유스호스텔,8.51
프린스모텔,128.9915302,35.09879031,펜션/민박/유스호스텔,8.51
위브모텔,128.9913573,35.09903428,펜션/민박/유스호스텔,8.51
EG모텔,128.9816169,35.09953608,펜션/민박/유스호스텔,8.51
크로바 호텔,128.9940128,35.09641173,호텔/리조트,28.03
삼오모텔,128.9928932,35.09967714,펜션/민박/유스호스텔,8.51
로망스모텔,128.9924908,35.0993301,펜션/민박/유스호스텔,8.51
로망스모텔,128.992485,35.09923271,펜션/민박/유스호스텔,8.51
지티모텔,128.9907509,35.09863598,펜션/민박/유스호스텔,8.51
라라모텔,128.9918914,35.09894942,펜션/민박/유스호스텔,8.51
락모텔,128.9939574,35.09938137,펜션/민박/유스호스텔,8.51
한미장여관,128.9710188,35.05627922,펜션/민박/유스호스텔,8.51
오이아호텔,128.9727617,35.0574017,호텔/리조트,28.03
모텔그리스,128.9742614,35.05761998,펜션/민박/유스호스텔,8.51
비치모텔,128.9715492,35.05707569,펜션/민박/유스호스텔,8.51
서울모텔,128.9709085,35.05636333,펜션/민박/유스호스텔,8.51
코자837모텔,128.9711018,35.05575364,펜션/민박/유스호스텔,8.51
6월모텔,128.9708584,35.0556484,펜션/민박/유스호스텔,8.51
원모텔,128.9700021,35.04850864,펜션/민박/유스호스텔,8.51
유성여관,128.9720774,35.05790609,펜션/민박/유스호스텔,8.51
맥스모텔,128.9696113,35.10564451,펜션/민박/유스호스텔,8.51
귀빈모텔,128.9697192,35.10557134,펜션/민박/유스호스텔,8.51
갈매기하우스,128.9745021,35.10276284,펜션/민박/유스호스텔,8.51
신평여관,128.974566,35.09115523,펜션/민박/유스호스텔,8.51
신평모텔,128.9747035,35.09108701,펜션/민박/유스호스텔,8.51
블루문모텔,128.9768748,35.0731306,펜션/민박/유스호스텔,8.51
여명모텔,128.9777067,35.07951194,펜션/민박/유스호스텔,8.51
성풍여관,128.9777236,35.07815839,펜션/민박/유스호스텔,8.51
레이어스호텔,128.9643563,35.10661587,호텔/리조트,28.03
프로포즈모텔,128.9618043,35.108507,펜션/민박/유스호스텔,8.51
하단해원모텔,128.964341,35.10707408,펜션/민박/유스호스텔,8.51
호텔야오,128.9638192,35.10746664,호텔/리조트,28.03
해원모텔,128.9643363,35.10706467,펜션/민박/유스호스텔,8.51
경희모텔,128.9652557,35.10755667,펜션/민박/유스호스텔,8.51
휴모텔,128.965149,35.10723833,펜션/민박/유스호스텔,8.51
K모텔,128.9651027,35.10766292,펜션/민박/유스호스텔,8.51
E팰리스호텔,128.965705,35.10878682,호텔/리조트,28.03
모텔 파라다이스,128.9664516,35.10825286,펜션/민박/유스호스텔,8.51
