_행정구,행정동,이름,주소,도로명 주소,카테고리,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호,행정동코드,행정동명,법정동코드,법정동명,대분류
중구,광복동,이승학돈까스,부산광역시 중구 광복동3가 6-3,부산광역시 중구 광복중앙로 12 2층 이승학돈까스,돈까스,부산광역시 중구 광복동3가 6-3,129.031248,35.1003921,정좌표,2.61101e+18,구주소,부산광역시 중구 광복중앙로 12,부산광역시 중구 광복동3가 6-3,48949.0,2611057000.0,광복동,2611013500,광복동3가,돼지고기류
중구,광복동,금포나루 원조돌게탕,부산광역시 중구 광복동1가 21,부산광역시 중구 광복로97번안길 11," 돌게탕, la갈비 ",부산광역시 중구 광복동1가 21,129.0344758,35.0989043,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로97번안길 11,부산광역시 중구 광복동1가 21,48952.0,2611057000.0,광복동,2611013300,광복동1가,국/탕/찌개류
중구,광복동,마카오박,부산광역시 중구 광복동1가 30-4,부산광역시 중구 광복로 91-12," 맥주, 감바스 ",부산광역시 중구 광복동1가 30-4,129.0349036,35.0989097,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로 91-12,부산광역시 중구 광복동1가 30-4,48952.0,2611057000.0,광복동,2611013300,광복동1가,주류
중구,광복동,새옹지마,부산광역시 중구 광복동1가 5-9,부산광역시 중구 광복로97번안길 10," 돌게탕, la갈비 ",부산광역시 중구 광복동1가 5-9,129.0344242,35.0991572,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로97번안길 10,부산광역시 중구 광복동1가 5-9,48952.0,2611057000.0,광복동,2611013300,광복동1가,국/탕/찌개류
중구,광복동,광복동12시,부산광역시 중구 광복동2가 2-46,부산광역시 중구 광복로67번길 20-14," 커피, 치즈케이크 ",부산광역시 중구 광복동2가 2-46,129.0320703,35.0994927,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로67번길 20-14,부산광역시 중구 광복동2가 2-46,48952.0,2611057000.0,광복동,2611013400,광복동2가,커피
중구,광복동," 마담, 마담 "," 부산광역시 중구 광복동3가 5-6 1,2층 "," 부산광역시 중구 광복로67번길 30-18 1,2층 "," 브런치, 카페 ","부산광역시 중구 광복동3가 5-6 1,2층 ",129.0316052,35.1000105,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로67번길 30-18,부산광역시 중구 광복동3가 5-6,48949.0,2611057000.0,광복동,2611013500,광복동3가,커피
중구,광복동,꼬모도,부산광역시 중구 광복동2가 11-1,부산광역시 중구 광복로 59-1," 화덕피자, 파스타 ",부산광역시 중구 광복동2가 11-1,129.0317503,35.0993422,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로 59-1,부산광역시 중구 광복동2가 11-1,48952.0,2611057000.0,광복동,2611013400,광복동2가,패스트푸드류
중구,광복동,남포집,부산 중구 광복동1가 19-1,부산광역시 중구 광복로85번길 4," 삼겹살, 양곱창 ",부산 중구 광복동1가 19-1,129.0343754,35.09877,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로85번길 4,부산광역시 중구 광복동1가 19-1,48952.0,2611057000.0,광복동,2611013300,광복동1가,돼지고기류
중구,광복동,쓰리몽키즈,부산광역시 중구 광복동1가 29-2,부산광역시 중구 광복로97번안길 9," 맥주, 수제맥주 ",부산광역시 중구 광복동1가 29-2,129.034598,35.0990295,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로97번안길 9,부산광역시 중구 광복동1가 29-2,48952.0,2611057000.0,광복동,2611013300,광복동1가,주류
중구,광복동,Ground27,부산광역시 중구 광복동1가 27,부산광역시 중구 광복로 91 1층," 커피, 밀크티 ",부산광역시 중구 광복동1가 27,129.0347707,35.0988027,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로 91,부산광역시 중구 광복동1가 27,48952.0,2611057000.0,광복동,2611013300,광복동1가,커피
중구,광복동,나폴리화덕,부산광역시 중구 광복동1가 15-6,부산광역시 중구 광복로85번길 5-3 1층 나폴리화덕," 화덕피자, 피자 ",부산광역시 중구 광복동1가 15-6,129.0340262,35.0989082,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로85번길 5-3,부산광역시 중구 광복동1가 15-6,48952.0,2611057000.0,광복동,2611013300,광복동1가,패스트푸드류
중구,광복동,스타벅스,부산광역시 중구 광복동1가 40-2,부산광역시 중구 구덕로 4," 콜드브루, 슈크림라떼 ",부산광역시 중구 광복동1가 40-2,129.0351369,35.0982767,정좌표,2.61101e+18,구주소,부산광역시 중구 구덕로 4,부산광역시 중구 광복동1가 40-2,48954.0,2611057000.0,광복동,2611013300,광복동1가,커피
중구,광복동,들뜸,부산광역시 중구 광복동1가 4-2,부산광역시 중구 광복로97번안길 6-8 포천마리빌딩 1층 들뜸," 술집, 한식주점 ",부산광역시 중구 광복동1가 4-2,129.0347906,35.0995146,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로97번안길 6-8,부산광역시 중구 광복동1가 4-2,48952.0,2611057000.0,광복동,2611013300,광복동1가,주류
중구,광복동,스타벅스,부산광역시 중구 광복동3가 8-3,부산광역시 중구 광복중앙로 8-2," 커피, 카페 ",부산광역시 중구 광복동3가 8-3,129.0313428,35.1000758,정좌표,2.61101e+18,구주소,부산광역시 중구 광복중앙로 8-2,부산광역시 중구 광복동3가 8-3,48949.0,2611057000.0,광복동,2611013500,광복동3가,커피
중구,광복동,커브쉐어,부산광역시 중구 광복동1가 55,부산광역시 중구 구덕로14번길 5 1층,브런치,부산광역시 중구 광복동1가 55,129.0340071,35.0982683,정좌표,2.61101e+18,구주소,부산광역시 중구 구덕로14번길 5,부산광역시 중구 광복동1가 55,48954.0,2611057000.0,광복동,2611013300,광복동1가,밥류
중구,광복동,빛날빈," 부산광역시 중구 광복동2가 2-86 1, 2층 "," 부산광역시 중구 광복로67번길 14-1 1, 2층 "," 오마카세, 코스요리 ","부산광역시 중구 광복동2가 2-86 1, 2층 ",129.032343,35.0993732,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로67번길 14-1,부산광역시 중구 광복동2가 2-86,48952.0,2611057000.0,광복동,2611013400,광복동2가,밥류
중구,광복동,남마담,부산광역시 중구 광복동2가 2-59,부산광역시 중구 광복로67번길 20," 고갈비, 계란말이 ",부산광역시 중구 광복동2가 2-59,129.0320474,35.0994208,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로67번길 20,부산광역시 중구 광복동2가 2-59,48952.0,2611057000.0,광복동,2611013400,광복동2가,생선류
중구,광복동,공차,부산광역시 중구 광복동1가 61-2,부산광역시 중구 광복로 80," 밀크티, 버블티 ",부산광역시 중구 광복동1가 61-2,129.0335149,35.0983717,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로 80,부산광역시 중구 광복동1가 61-2,48954.0,2611057000.0,광복동,2611013300,광복동1가,커피
중구,광복동,끈적국수,부산광역시 중구 광복동3가 5-16,부산광역시 중구 광복중앙로24번길 4-1," 태국음식, 끈적국수 ",부산광역시 중구 광복동3가 5-16,129.0312507,35.1014738,정좌표,2.61101e+18,구주소,부산광역시 중구 광복중앙로24번길 4-1,부산광역시 중구 광복동3가 5-16,48949.0,2611057000.0,광복동,2611013500,광복동3가,면류
중구,광복동,황남쫀드기,부산광역시 중구 광복동2가 45-1,부산광역시 중구 광복로 60 1~2층," 쫀드기, 카페 ",부산광역시 중구 광복동2가 45-1,129.0315277,35.0990827,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로 60,부산광역시 중구 광복동2가 45-1,48953.0,2611057000.0,광복동,2611013400,광복동2가,커피
중구,광복동,누에보,부산광역시 중구 광복동1가 30-1,부산광역시 중구 광복로97번안길 5-1 1층 NUEVO,맥주,부산광역시 중구 광복동1가 30-1,129.0348505,35.0990454,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로97번안길 5-1,부산광역시 중구 광복동1가 30-1,48952.0,2611057000.0,광복동,2611013300,광복동1가,주류
중구,광복동,용두다방,부산광역시 중구 광복동2가 1-2,부산광역시 중구 용두산길 37-28 부산타워 팔각정 2층," 카페, 커피 ",부산광역시 중구 광복동2가 1-2,129.0321573,35.1011776,정좌표,2.61101e+18,구주소,부산광역시 중구 용두산길 35-7,부산광역시 중구 광복동2가 1-2,48950.0,2611057000.0,광복동,2611013400,광복동2가,커피
중구,광복동,백소정,부산광역시 중구 광복동3가 5-50,부산광역시 중구 광복로67번길 32 1층 백소정 남포점," 돈카츠, 마제소바 ",부산광역시 중구 광복동3가 5-50,129.0314149,35.0997056,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로67번길 32,부산광역시 중구 광복동3가 5-50,48949.0,2611057000.0,광복동,2611013500,광복동3가,돼지고기류
중구,광복동,메가MGC커피,부산광역시 중구 광복동1가 37-1,부산광역시 중구 광복로 96 1층," 커피, 케익 ",부산광역시 중구 광복동1가 37-1,129.0352834,35.098582,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로 96,부산광역시 중구 광복동1가 37-1,48954.0,2611057000.0,광복동,2611013300,광복동1가,커피
중구,광복동,동삼정,부산광역시 중구 광복동3가 5-24,부산광역시 중구 광복중앙로 14-62 1층,요리주점,부산광역시 중구 광복동3가 5-24,129.0314264,35.1006159,정좌표,2.61101e+18,구주소,부산광역시 중구 광복중앙로 14-62,부산광역시 중구 광복동3가 5-24,48949.0,2611057000.0,광복동,2611013500,광복동3가,주류
중구,광복동,생활맥주,부산광역시 중구 광복동1가 5-15 1-2층 생활맥주,부산광역시 중구 광복로97번안길 8 1-2층 생활맥주," 맥주, 수제맥주 ",부산광역시 중구 광복동1가 5-15 1-2층 생활맥주,129.0345562,35.0991921,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로97번안길 8,부산광역시 중구 광복동1가 5-15,48952.0,2611057000.0,광복동,2611013300,광복동1가,주류
중구,광복동,오구작작,부산광역시 중구 광복동1가 15-3,부산광역시 중구 광복로85번길 3-1 1층," 요리주점, 참치회 ",부산광역시 중구 광복동1가 15-3,129.0341464,35.0988711,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로85번길 3-1,부산광역시 중구 광복동1가 15-3,48952.0,2611057000.0,광복동,2611013300,광복동1가,주류
중구,광복동,핑크 게이트,부산광역시 중구 광복동3가 12-2,부산광역시 중구 광복중앙로 4," 마카롱, 카페 ",부산광역시 중구 광복동3가 12-2,129.0313378,35.0996792,정좌표,2.61101e+18,구주소,부산광역시 중구 광복중앙로 4,부산광역시 중구 광복동3가 12-2,48949.0,2611057000.0,광복동,2611013500,광복동3가,커피
중구,광복동,오오키이,부산광역시 중구 광복동1가 38-6 2층,부산광역시 중구 광복로 90-1 2층," 이자카야, 연어 ",부산광역시 중구 광복동1가 38-6 2층,129.0348641,35.0983872,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로 90-1,부산광역시 중구 광복동1가 38-6,48954.0,2611057000.0,광복동,2611013300,광복동1가,주류
중구,광복동,라멘 스스,부산광역시 중구 광복동1가 38-6,부산광역시 중구 광복로 90-1," 라멘, 소유라멘 ",부산광역시 중구 광복동1가 38-6,129.0348641,35.0983872,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로 90-1,부산광역시 중구 광복동1가 38-6,48954.0,2611057000.0,광복동,2611013300,광복동1가,면류
중구,광복동,타카라,부산광역시 중구 광복동1가 5-4,부산광역시 중구 광복로85번길 10-1 타카라," 이자카야, 꼬치 ",부산광역시 중구 광복동1가 5-4,129.0343819,35.0992837,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로85번길 10-1,부산광역시 중구 광복동1가 5-4,48952.0,2611057000.0,광복동,2611013300,광복동1가,주류
중구,광복동,노브랜드버거,부산광역시 중구 광복동1가 45,부산광역시 중구 광복로 88,버거,부산광역시 중구 광복동1가 45,129.0345351,35.09839,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로 88,부산광역시 중구 광복동1가 45,48954.0,2611057000.0,광복동,2611013300,광복동1가,패스트푸드류
중구,광복동,더가마솥,부산광역시 중구 광복동3가 5-51,부산광역시 중구 광복로67번길 30-13," 한정식, 가마솥 ",부산광역시 중구 광복동3가 5-51,129.0314928,35.0997951,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로67번길 30-13,부산광역시 중구 광복동3가 5-51,48949.0,2611057000.0,광복동,2611013500,광복동3가,밥류
중구,광복동,퍼지네이블,부산광역시 중구 광복동1가 5-2,부산광역시 중구 광복로85번길 12," 칵테일, 칵테일바 ",부산광역시 중구 광복동1가 5-2,129.0345256,35.0993726,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로85번길 12,부산광역시 중구 광복동1가 5-2,48952.0,2611057000.0,광복동,2611013300,광복동1가,주류
중구,광복동,제주가,부산시 중구 광복동1가 5-22,부산광역시 중구 광복로85번길 8," 전복죽, 전복죽전문 ",부산시 중구 광복동1가 5-22,129.0342815,35.0991494,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로85번길 8,부산광역시 중구 광복동1가 5-22,48952.0,2611057000.0,광복동,2611013300,광복동1가,밥류
중구,광복동,동백다이닝,부산광역시 중구 광복동2가 12-1 2층,부산광역시 중구 광복로 61-1 2층," 브런치, 지중해식 ",부산광역시 중구 광복동2가 12-1 2층,129.0318815,35.099305,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로 61-1,부산광역시 중구 광복동2가 12-1,48952.0,2611057000.0,광복동,2611013400,광복동2가,밥류
중구,광복동,콕스테일,부산광역시 중구 광복동1가 15-2 1층,부산광역시 중구 광복로85번길 5-1 1층," 칵테일, 칵테일바 ",부산광역시 중구 광복동1가 15-2 1층,129.0341362,35.0989343,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로85번길 5-1,부산광역시 중구 광복동1가 15-2,48952.0,2611057000.0,광복동,2611013300,광복동1가,주류
중구,광복동,오마주,부산광역시 중구 광복동1가 5-5,부산광역시 중구 광복로85번길 10 오마주," 맥주, 기네스 ",부산광역시 중구 광복동1가 5-5,129.0343378,35.0992661,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로85번길 10,부산광역시 중구 광복동1가 5-5,48952.0,2611057000.0,광복동,2611013300,광복동1가,주류
중구,광복동,카페 67st,부산광역시 중구 광복동3가 5-6,부산광역시 중구 광복로67번길 30-18,카페,부산광역시 중구 광복동3가 5-6,129.0316052,35.1000105,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로67번길 30-18,부산광역시 중구 광복동3가 5-6,48949.0,2611057000.0,광복동,2611013500,광복동3가,커피
중구,광복동,고갈비골목,부산광역시 중구 광복동2가 2-17,부산광역시 중구 광복로67번길 22," 고갈비, 카페 ",부산광역시 중구 광복동2가 2-17,129.032472,35.0991648,정좌표,2.61101e+18,구주소,,부산광역시 중구 광복동2가 2-17,48952.0,2611057000.0,광복동,2611013400,광복동2가,커피
중구,광복동,스시이공,부산광역시 중구 광복동1가 5-7,부산광역시 중구 광복로97번안길 12 1층 스시이공," 스시, 초밥 ",부산광역시 중구 광복동1가 5-7,129.0343028,35.0991041,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로97번안길 12,부산광역시 중구 광복동1가 5-7,48952.0,2611057000.0,광복동,2611013300,광복동1가,생선류
중구,광복동,풍악,부산광역시 중구 광복동3가 1-1,부산광역시 중구 광복중앙로24번길 4 2층 풍악," 뮤직바, 뮤직펍 ",부산광역시 중구 광복동3가 1-1,129.0312173,35.101438,정좌표,2.61101e+18,구주소,부산광역시 중구 광복중앙로24번길 4,부산광역시 중구 광복동3가 1-1,48949.0,2611057000.0,광복동,2611013500,광복동3가,주류
중구,광복동,코헨,부산광역시 중구 광복동1가 5-4,부산광역시 중구 광복로85번길 10-1,요리주점,부산광역시 중구 광복동1가 5-4,129.0343819,35.0992837,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로85번길 10-1,부산광역시 중구 광복동1가 5-4,48952.0,2611057000.0,광복동,2611013300,광복동1가,주류
중구,광복동,커피딜라이트,부산광역시 중구 광복동2가 1-2,부산광역시 중구 용두산길 37-55," 빙수, 카페 ",부산광역시 중구 광복동2가 1-2,129.0321573,35.1011776,정좌표,2.61101e+18,구주소,부산광역시 중구 용두산길 35-7,부산광역시 중구 광복동2가 1-2,48950.0,2611057000.0,광복동,2611013400,광복동2가,커피
중구,광복동,우리할매충무김밥,부산광역시 중구 광복동1가 37-2,부산광역시 중구 광복로 96-1 1층," 충무김밥, 시락국밥 ",부산광역시 중구 광복동1가 37-2,129.0352824,35.0985099,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로 96-1,부산광역시 중구 광복동1가 37-2,48954.0,2611057000.0,광복동,2611013300,광복동1가,국/탕/찌개류
중구,광복동,에그드랍,부산광역시 중구 광복동1가 17-6," 부산광역시 중구 광복로 83-1 1,2층 "," 샌드위치, 토스트 ",부산광역시 중구 광복동1가 17-6,129.0340448,35.0986466,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로 83-1,부산광역시 중구 광복동1가 17-6,48952.0,2611057000.0,광복동,2611013300,광복동1가,패스트푸드류
중구,광복동,덕수네애견카페,부산광역시 중구 광복동2가 11-1,부산광역시 중구 광복로 59-1 7층," 애견카페, 루프탑 ",부산광역시 중구 광복동2가 11-1,129.0317503,35.0993422,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로 59-1,부산광역시 중구 광복동2가 11-1,48952.0,2611057000.0,광복동,2611013400,광복동2가,커피
중구,광복동,부산타워 스낵코너,부산광역시 중구 광복동2가 1-2,부산광역시 중구 용두산길 37-55 용두산공원 부산타워," 카페, 찻집 ",부산광역시 중구 광복동2가 1-2,129.0321573,35.1011776,정좌표,2.61101e+18,구주소,부산광역시 중구 용두산길 35-7,부산광역시 중구 광복동2가 1-2,48950.0,2611057000.0,광복동,2611013400,광복동2가,커피
중구,광복동,봄베이브로이,부산광역시 중구 광복동1가 14-1,경상북도 영주시 광복로 83 2층,인도음식,부산광역시 중구 광복동1가 14-1,129.0339575,35.0986834,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로 83,부산광역시 중구 광복동1가 14-1,48952.0,2611057000.0,광복동,2611013300,광복동1가,밥류
중구,광복동,프레전트,부산광역시 중구 광복동1가 18-1,부산광역시 중구 광복로 87," 무인카페, 라면 ",부산광역시 중구 광복동1가 18-1,129.0343961,35.0986707,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로 87,부산광역시 중구 광복동1가 18-1,48952.0,2611057000.0,광복동,2611013300,광복동1가,커피
중구,광복동,색bar,부산광역시 중구 광복동2가 11-1,부산광역시 중구 광복로 59-1 지하1층," bar, 칵테일 ",부산광역시 중구 광복동2가 11-1,129.0317503,35.0993422,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로 59-1,부산광역시 중구 광복동2가 11-1,48952.0,2611057000.0,광복동,2611013400,광복동2가,주류
중구,광복동,여여해,부산광역시 중구 광복동1가 45,부산광역시 중구 광복로 88,전통차,부산광역시 중구 광복동1가 45,129.0345351,35.09839,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로 88,부산광역시 중구 광복동1가 45,48954.0,2611057000.0,광복동,2611013300,광복동1가,커피
중구,광복동,밥한상,부산광역시 중구 광복동3가 5-30,부산광역시 중구 광복중앙로 14-46," 한정식, 불백 ",부산광역시 중구 광복동3가 5-30,129.0314229,35.1003455,정좌표,2.61101e+18,구주소,부산광역시 중구 광복중앙로 14-46,부산광역시 중구 광복동3가 5-30,48949.0,2611057000.0,광복동,2611013500,광복동3가,밥류
중구,광복동,라짜이 마라탕,부산광역시 중구 광복동3가 7-3,부산광역시 중구 광복중앙로 10-1 1층," 마라탕, 짜이 ",부산광역시 중구 광복동3가 7-3,129.0312241,35.1002301,정좌표,2.61101e+18,구주소,부산광역시 중구 광복중앙로 10-1,부산광역시 중구 광복동3가 7-3,48949.0,2611057000.0,광복동,2611013500,광복동3가,국/탕/찌개류
중구,광복동,이가네커피,부산광역시 중구 광복동1가 61-4,부산광역시 중구 구덕로22번길 8-1," 커피, 스무디 ",부산광역시 중구 광복동1가 61-4,129.0335028,35.0982817,정좌표,2.61101e+18,구주소,부산광역시 중구 구덕로22번길 8-1,부산광역시 중구 광복동1가 61-4,48954.0,2611057000.0,광복동,2611013300,광복동1가,커피
중구,광복동,제이제이,부산광역시 중구 광복동3가 1-1,부산광역시 중구 광복중앙로24번길 4 1층,술집,부산광역시 중구 광복동3가 1-1,129.0312173,35.101438,정좌표,2.61101e+18,구주소,부산광역시 중구 광복중앙로24번길 4,부산광역시 중구 광복동3가 1-1,48949.0,2611057000.0,광복동,2611013500,광복동3가,주류
중구,광복동,아미고,부산광역시 중구 광복동1가 5-2,부산광역시 중구 광복로85번길 12,술집,부산광역시 중구 광복동1가 5-2,129.0345256,35.0993726,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로85번길 12,부산광역시 중구 광복동1가 5-2,48952.0,2611057000.0,광복동,2611013300,광복동1가,주류
중구,광복동,대웅,부산광역시 중구 광복동1가 30-1,부산광역시 중구 광복로97번안길 5-1,요리주점,부산광역시 중구 광복동1가 30-1,129.0348505,35.0990454,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로97번안길 5-1,부산광역시 중구 광복동1가 30-1,48952.0,2611057000.0,광복동,2611013300,광복동1가,주류
중구,광복동,술잔에달,부산광역시 중구 광복동1가 37-3 5층,부산광역시 중구 광복로 94 5층,맥주,부산광역시 중구 광복동1가 37-3 5층,129.0351843,35.0985558,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로 94,부산광역시 중구 광복동1가 37-3,48954.0,2611057000.0,광복동,2611013300,광복동1가,주류
중구,광복동,토스트릿커피,부산광역시 중구 광복동2가 1-2,부산광역시 중구 용두산길 35-7," 토스트, 커피 ",부산광역시 중구 광복동2가 1-2,129.0321573,35.1011776,정좌표,2.61101e+18,구주소,부산광역시 중구 용두산길 35-7,부산광역시 중구 광복동2가 1-2,48950.0,2611057000.0,광복동,2611013400,광복동2가,커피
중구,광복동,오가네멸치국수,부산광역시 중구 광복동3가 5-51,부산광역시 중구 광복로67번길 30-13,한식,부산광역시 중구 광복동3가 5-51,129.0314928,35.0997951,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로67번길 30-13,부산광역시 중구 광복동3가 5-51,48949.0,2611057000.0,광복동,2611013500,광복동3가,밥류
중구,광복동,제이비어,부산광역시 중구 광복동1가 15-3,부산광역시 중구 광복로85번길 3-1,맥주,부산광역시 중구 광복동1가 15-3,129.0341464,35.0988711,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로85번길 3-1,부산광역시 중구 광복동1가 15-3,48952.0,2611057000.0,광복동,2611013300,광복동1가,주류
중구,광복동,불잉걸,부산광역시 중구 광복동3가 8-6,부산광역시 중구 광복로67번길 30-21,한식,부산광역시 중구 광복동3가 8-6,129.031376,35.1001026,정좌표,2.61101e+18,구주소,부산광역시 중구 광복중앙로 8-2,부산광역시 중구 광복동3가 8-6,,2611057000.0,광복동,2611013500,광복동3가,밥류
중구,광복동,음악이좋은사람들,부산광역시 중구 광복동1가 15-3,부산광역시 중구 광복로85번길 3-1 3층," 요리주점, 맥주 ",부산광역시 중구 광복동1가 15-3,129.0341464,35.0988711,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로85번길 3-1,부산광역시 중구 광복동1가 15-3,48952.0,2611057000.0,광복동,2611013300,광복동1가,주류
중구,광복동,남포보리밥,부산광역시 중구 광복동1가 30-3,부산광역시 중구 광복로 91-14," 보리밥, 김치찌개 ",부산광역시 중구 광복동1가 30-3,129.0348821,35.0989459,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로 91-14,부산광역시 중구 광복동1가 30-3,48952.0,2611057000.0,광복동,2611013300,광복동1가,국/탕/찌개류
중구,광복동,용두산칼국수,부산광역시 중구 광복동2가 2-87,부산광역시 중구 광복로67번길 16 용두산칼국수," 칼국수, 낙지해물파전 ",부산광역시 중구 광복동2가 2-87,129.0322878,35.0993466,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로67번길 16,부산광역시 중구 광복동2가 2-87,48952.0,2611057000.0,광복동,2611013400,광복동2가,주류
중구,광복동,쌍떼드쌀빵,부산광역시 중구 광복동1가 32-1,부산광역시 중구 광복로 93 1층," 빵, 쌀빵 ",부산광역시 중구 광복동1가 32-1,129.0350337,35.0987914,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로 93,부산광역시 중구 광복동1가 32-1,48952.0,2611057000.0,광복동,2611013300,광복동1가,밥류
중구,광복동,할리스,부산광역시 중구 광복동2가 36-1,부산광역시 중구 광복로 70," 카페, 디저트 ",부산광역시 중구 광복동2가 36-1,129.0324766,35.09866,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로 70,부산광역시 중구 광복동2가 36-1,48954.0,2611057000.0,광복동,2611013400,광복동2가,커피
중구,남포동,할매 가야밀면,부산시 중구 남포동2가 17-1,부산광역시 중구 광복로 56-14," 밀면, 비빔밀면 ",부산시 중구 남포동2가 17-1,129.0312297,35.098932,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로 56-14,부산광역시 중구 남포동2가 17-1,48953.0,2611058000.0,남포동,2611013700,남포동2가,면류
중구,남포동,수복센타,부산광역시 중구 남포동2가 15-1,부산광역시 중구 남포길 25-3," 스지, 스지어묵탕 ",부산광역시 중구 남포동2가 15-1,129.031481,35.0988577,정좌표,2.61101e+18,구주소,부산광역시 중구 남포길 25-3,부산광역시 중구 남포동2가 15-1,48953.0,2611058000.0,남포동,2611013700,남포동2가,국/탕/찌개류
중구,남포동,서울깍두기,부산광역시 중구 남포동2가 11-1,부산광역시 중구 구덕로34번길 8," 설렁탕, 곰탕 ",부산광역시 중구 남포동2가 11-1,129.0323983,35.0985435,정좌표,2.61101e+18,구주소,부산광역시 중구 구덕로34번길 8,부산광역시 중구 남포동2가 11-1,48954.0,2611058000.0,남포동,2611013700,남포동2가,국/탕/찌개류
중구,남포동,부산명물횟집,부산광역시 중구 남포동4가 38-6,부산광역시 중구 자갈치해안로 55," 횟집, 회백반 ",부산광역시 중구 남포동4가 38-6,129.0311189,35.0971031,정좌표,2.61101e+18,구주소,부산광역시 중구 자갈치해안로 55,부산광역시 중구 남포동4가 38-6,48984.0,2611058000.0,남포동,2611013900,남포동4가,생선류
중구,남포동,도라보울,부산광역시 중구 남포동2가 14-2,부산광역시 중구 남포길 27-1," 카레, 스프카레 ",부산광역시 중구 남포동2가 14-2,129.0319505,35.0986915,정좌표,2.61101e+18,구주소,부산광역시 중구 남포길 27-1,부산광역시 중구 남포동2가 14-2,48953.0,2611058000.0,남포동,2611013700,남포동2가,밥류
중구,남포동,18번완당집,부산광역시 중구 남포동3가 1-1,부산광역시 중구 비프광장로 31," 완당, 완당면 ",부산광역시 중구 남포동3가 1-1,129.0284663,35.0989735,정좌표,2.61101e+18,구주소,부산광역시 중구 비프광장로 31,부산광역시 중구 남포동3가 1-1,48953.0,2611058000.0,남포동,2611013800,남포동3가,면류
중구,남포동,이승학돈까스,부산광역시 중구 광복동3가 6-3,부산광역시 중구 광복중앙로 12 2층 이승학돈까스,돈까스,부산광역시 중구 광복동3가 6-3,129.031248,35.1003921,정좌표,2.61101e+18,구주소,부산광역시 중구 광복중앙로 12,부산광역시 중구 광복동3가 6-3,48949.0,2611057000.0,광복동,2611013500,광복동3가,돼지고기류
중구,남포동,금포나루 원조돌게탕,부산광역시 중구 광복동1가 21,부산광역시 중구 광복로97번안길 11," 돌게탕, la갈비 ",부산광역시 중구 광복동1가 21,129.0344758,35.0989043,정좌표,2.61101e+18,구주소,부산광역시 중구 광복로97번안길 11,부산광역시 중구 광복동1가 21,48952.0,2611057000.0,광복동,2611013300,광복동1가,국/탕/찌개류
