"STN_CD","LONGITUDE","LATITUDE","STN_NM","LOAD_DATE"
"2600002","128.9616","35.04934",다대포,"20220104"
"2600002","128.9616","35.04934",다대포,"20231208"
"2600003","128.96552","35.04822",다대포해수욕장역,"20220104"
"2600003","128.96552","35.04822",다대포해수욕장역,"20231208"
"2600004","128.96751","35.05007",몰운대아파트,"20220104"
"2600004","128.96751","35.05007",몰운대아파트,"20231208"
"2600006","128.97097","35.05157",다대자유아파트,"20220104"
"2600006","128.97097","35.05157",다대자유아파트,"20231208"
"2600007","128.97169","35.05507",다대회센터,"20220104"
"2600007","128.97169","35.05507",다대회센터,"20231208"
"2600008","128.97165","35.05605",다대포항역.다대수협,"20220104"
"2600008","128.97165","35.05605",다대포항역.다대수협,"20231208"
"2600009","128.97349","35.0575",다대새마을금고,"20220104"
"2600009","128.97349","35.0575",다대새마을금고,"20231208"
"2600012","128.97662","35.06164",다대현대아파트,"20220104"
"2600012","128.97662","35.06164",다대현대아파트,"20231208"
"2600013","128.97967","35.0643",낫개역,"20220104"
"2600013","128.97967","35.0643",낫개역,"20231208"
"2600014","129.02938","35.17142",백양뜨란채아파트,"20220104"
"2600014","129.02938","35.17142",백양뜨란채아파트,"20231208"
"2600016","128.97693","35.07525",신장림역,"20220104"
"2600016","128.97693","35.07525",신장림역,"20231208"
"2600017","128.97746","35.07827",영남중학교,"20220104"
"2600017","128.97746","35.07827",영남중학교,"20231208"
"2600018","128.97586","35.08073",장림초등학교,"20220104"
"2600018","128.97586","35.08073",장림초등학교,"20231208"
"2600019","128.97316","35.08074",장림우체국,"20220104"
"2600019","128.97316","35.08074",장림우체국,"20231208"
"2600020","128.97095","35.08077",장림중소기업은행,"20220104"
"2600020","128.97095","35.08077",장림중소기업은행,"20231208"
"2600021","128.9681","35.08102",장림시장,"20220104"
"2600021","128.9681","35.08102",장림시장,"20231208"
"2600022","128.96518","35.08425",장림포구입구,"20220104"
"2600022","128.96518","35.08425",장림포구입구,"20231208"
"2600023","128.96525","35.08633",한국주철관,"20220104"
"2600023","128.96525","35.08633",한국주철관,"20231208"
"2600024","128.96533","35.08902",신평2동교차로,"20220104"
"2600024","128.96533","35.08902",신평2동교차로,"20231208"
"2600025","128.96432","35.09173",동성화학,"20220104"
"2600025","128.96432","35.09173",동성화학,"20231208"
"2600026","128.96227","35.09527",신평역,"20220104"
"2600026","128.96227","35.09527",신평역,"20231208"
"2600027","128.96138","35.09758",신남초등학교,"20220104"
"2600027","128.96138","35.09758",신남초등학교,"20231208"
"2600028","128.959","35.09912",하남초등학교,"20220104"
"2600028","128.959","35.09912",하남초등학교,"20231208"
"2600029","128.95833","35.1016",가락타운2.3단지,"20220104"
"2600029","128.95833","35.1016",가락타운2.3단지,"20231208"
"2600030","128.95855","35.10466",강변아파트,"20220104"
"2600030","128.95855","35.10466",강변아파트,"20231208"
"2600031","128.95902","35.1089",가락타운104동,"20220104"
"2600031","128.95902","35.1089",가락타운104동,"20231208"
"2600032","128.95996","35.11244",가락타운115동,"20220104"
"2600032","128.95996","35.11244",가락타운115동,"20231208"
"2600033","128.96167","35.11457",을숙도초등학교,"20220104"
"2600033","128.96167","35.11457",을숙도초등학교,"20231208"
"2600034","128.96421","35.11232",동아대입구,"20220104"
"2600034","128.96421","35.11232",동아대입구,"20231208"
"2600035","128.96531","35.11065",에덴공원,"20220104"
"2600035","128.96531","35.11065",에덴공원,"20231208"
"2600036","128.96739","35.1075",하단교차로,"20220104"
"2600036","128.96739","35.1075",하단교차로,"20231208"
"2600038","128.97812","35.1015",당리중학교,"20220104"
"2600038","128.97812","35.1015",당리중학교,"20231208"
"2600040","128.98581","35.09912",괴정삼익아파트,"20220104"
"2600040","128.98581","35.09912",괴정삼익아파트,"20231208"
"2600041","128.98954","35.09909",괴정자유아파트,"20220104"
"2600041","128.98954","35.09909",괴정자유아파트,"20231208"
"2600042","128.99563","35.10087",괴정시장,"20220104"
"2600042","128.99563","35.10087",괴정시장,"20231208"
"2600043","128.99855","35.10228",괴정초등학교,"20220104"
"2600043","128.99855","35.10228",괴정초등학교,"20231208"
"2600044","129.00132","35.10388",대티역,"20220104"
"2600044","129.00132","35.10388",대티역,"20231208"
"2600045","129.00403","35.10552",괴정2치안센터,"20220104"
"2600045","129.00403","35.10552",괴정2치안센터,"20231208"
"2600046","129.00813","35.10701",대티고개,"20220104"
"2600046","129.00813","35.10701",대티고개,"20231208"
"2600047","129.00947","35.10915",민들레맨션,"20220104"
"2600047","129.00947","35.10915",민들레맨션,"20231208"
"2600048","129.0099","35.11105",광민약국서대신동,"20220104"
"2600048","129.0099","35.11105",광민약국서대신동,"20231208"
"2600050","129.01323","35.11227",서대신역.서대신교차로,"20220104"
"2600050","129.01323","35.11227",서대신역.서대신교차로,"20231208"
"2600051","129.01396","35.11354",부경고교,"20220104"
"2600051","129.01396","35.11354",부경고교,"20231208"
"2600052","129.0187","35.11504",동신초등학교,"20220104"
"2600052","129.0187","35.11504",동신초등학교,"20231208"
"2600053","129.02134","35.11256",서여고,"20220104"
"2600053","129.02134","35.11256",서여고,"20231208"
"2600061","129.06053","35.14092",자유.평화시장,"20220104"
"2600061","129.06053","35.14092",자유.평화시장,"20231208"
"2600062","129.06313","35.14058",범5호교,"20220104"
"2600062","129.06313","35.14058",범5호교,"20231208"
"2600063","129.06242","35.13731",자성대,"20220104"
"2600063","129.06242","35.13732",부산진성공원,"20231208"
"2600069","129.04158","35.12018",초량역3번출구,"20220104"
"2600069","129.04158","35.12018",초량역3번출구,"20231208"
"2600071","129.03502","35.11226",영주동,"20220104"
"2600071","129.03502","35.11226",영주동,"20231208"
"2600074","129.01672","35.11654",구덕운동장,"20220104"
"2600074","129.01672","35.11654",구덕운동장,"20231208"
"2600076","129.00969","35.11118",광민약국서대신동,"20220104"
"2600076","129.00969","35.11118",광민약국서대신동,"20231208"
"2600077","129.00913","35.10876",민들레맨션,"20220104"
"2600077","129.00913","35.10876",민들레맨션,"20231208"
"2600078","129.00727","35.10672",대티고개,"20220104"
"2600078","129.00727","35.10672",대티고개,"20231208"
"2600079","129.00371","35.10552",괴정2치안센터,"20220104"
"2600079","129.00371","35.10552",괴정2치안센터,"20231208"
"2600080","129.00112","35.10397",대티역,"20220104"
"2600080","129.00112","35.10397",대티역,"20231208"
"2600081","128.99837","35.10258",괴정초등학교,"20220104"
"2600081","128.99837","35.10258",괴정초등학교,"20231208"
"2600083","128.98867","35.09937",괴정자유아파트,"20220104"
"2600083","128.98867","35.09937",괴정자유아파트,"20231208"
"2600084","128.98531","35.09956",괴정삼익아파트,"20220104"
"2600084","128.98531","35.09956",괴정삼익아파트,"20231208"
"2600085","128.98078","35.10052",사하역,"20220104"
"2600085","128.98078","35.10052",사하역,"20231208"
"2600086","128.9778","35.10215",당리중학교,"20220104"
"2600086","128.9778","35.10215",당리중학교,"20231208"
"2600088","128.97135","35.10452",낙동초등학교,"20220104"
"2600088","128.97135","35.10452",낙동초등학교,"20231208"
"2600090","128.96777","35.10766",하단교차로,"20220104"
"2600090","128.96777","35.10766",하단교차로,"20231208"
"2600091","128.96567","35.11083",에덴공원,"20220104"
"2600091","128.96567","35.11083",에덴공원,"20231208"
"2600092","128.96451","35.1126",동아대입구,"20220104"
"2600092","128.96451","35.1126",동아대입구,"20231208"
"2600093","128.95964","35.1126",가락타운115동,"20220104"
"2600093","128.95964","35.1126",가락타운115동,"20231208"
"2600094","128.95869","35.10933",가락타운104동,"20220104"
"2600094","128.95869","35.10933",가락타운104동,"20231208"
"2600095","128.9582","35.10399",강변아파트,"20220104"
"2600095","128.9582","35.10399",강변아파트,"20231208"
"2600096","128.95805","35.10138",가락타운2.3단지,"20220104"
"2600096","128.95805","35.10138",가락타운2.3단지,"20231208"
"2600097","128.95894","35.09886",하남초등학교,"20220104"
"2600097","128.95894","35.09886",하남초등학교,"20231208"
"2600098","128.96098","35.09766",신남초등학교,"20220104"
"2600098","128.96098","35.09766",신남초등학교,"20231208"
"2600099","128.96208","35.0948",신평역,"20220104"
"2600099","128.96208","35.0948",신평역,"20231208"
"2600100","128.96426","35.09124",동성화학,"20220104"
"2600100","128.96426","35.09124",동성화학,"20231208"
"2600101","128.965","35.08932",신평2동교차로,"20220104"
"2600101","128.965","35.08932",신평2동교차로,"20231208"
"2600102","128.96489","35.08644",한국주철관,"20220104"
"2600102","128.96489","35.08644",한국주철관,"20231208"
"2600103","128.96473","35.08457",장림포구입구,"20220104"
"2600103","128.96473","35.08457",장림포구입구,"20231208"
"2600104","128.96802","35.08079",장림시장,"20220104"
"2600104","128.96802","35.08079",장림시장,"20231208"
"2600105","128.97027","35.0806",장림중소기업은행,"20220104"
"2600105","128.97027","35.0806",장림중소기업은행,"20231208"
"2600106","128.97227","35.08057",장림우체국,"20220104"
"2600106","128.97227","35.08057",장림우체국,"20231208"
"2600107","128.97715","35.08007",장림역,"20220104"
"2600107","128.97715","35.08007",장림역,"20231208"
"2600108","128.97711","35.07815",영남중학교,"20220104"
"2600108","128.97711","35.07815",영남중학교,"20231208"
"2600109","128.97673","35.07592",신장림역,"20220104"
"2600109","128.97673","35.07592",신장림역,"20231208"
"2600111","129.02917","35.17128",백양뜨란채아파트,"20220104"
"2600111","129.02917","35.17128",백양뜨란채아파트,"20231208"
"2600112","128.97935","35.06427",낫개역,"20220104"
"2600112","128.97935","35.06427",낫개역,"20231208"
"2600113","128.97717","35.06227",다대현대아파트,"20220104"
"2600113","128.97717","35.06227",다대현대아파트,"20231208"
"2600115","128.97209","35.05916",다대1동주민센터,"20220104"
"2600115","128.97209","35.05916",다대1동주민센터,"20231208"
"2600116","128.97105","35.05752",다대포항역,"20220104"
"2600116","128.97105","35.05752",다대포항역,"20231208"
"2600117","128.97045","35.05462",다대우신아파트,"20220104"
"2600117","128.97045","35.05462",다대우신아파트,"20231208"
"2600118","128.97065","35.05166",다대자유아파트,"20220104"
"2600118","128.97065","35.05166",다대자유아파트,"20231208"
"2600120","128.96768","35.05029",몰운대아파트,"20220104"
"2600120","128.96768","35.05029",몰운대아파트,"20231208"
"2600121","128.96558","35.04845",다대포해수욕장역,"20220104"
"2600121","128.96558","35.04845",다대포해수욕장역,"20231208"
"2600122","128.96189","35.04954",다대포,"20220104"
"2600122","128.96189","35.04954",다대포,"20231208"
"2600124","129.18223","35.17256",대우2차아파트,"20220104"
"2600124","129.18223","35.17256",대우2차아파트,"20231208"
"2600126","129.17875","35.17634",동신아파트,"20220104"
"2600126","129.17875","35.17634",동신아파트,"20231208"
"2600127","129.17694","35.17729",동부아파트,"20220104"
"2600127","129.17694","35.17729",동부아파트,"20231208"
"2600128","129.17444","35.17792",대동상가,"20220104"
"2600128","129.17444","35.17792",대동상가,"20231208"
"2600129","129.17218","35.17761",대림1차아파트,"20220104"
"2600129","129.17218","35.17761",대림1차아파트,"20231208"
"2600130","129.16888","35.17548",대림3차아파트,"20220104"
"2600130","129.16888","35.17548",대림3차아파트,"20231208"
"2600132","129.17022","35.17201",한일아파트,"20220104"
"2600132","129.17022","35.17201",한일아파트,"20231208"
"2600134","129.16802","35.1684",중동역.순복음교회,"20220104"
"2600134","129.16802","35.1684",중동역.순복음교회,"20231208"
"2600135","129.16264","35.16694",건널목삼거리,"20220104"
"2600135","129.16264","35.16694",건널목삼거리,"20231208"
"2600136","129.16217","35.1653",해운대구청어귀삼거리,"20220104"
"2600136","129.16217","35.1653",해운대구청어귀삼거리,"20231208"
"2600153","129.08761","35.17466",신리삼거리,"20220104"
"2600153","129.08761","35.17466",신리삼거리,"20231208"
"2600165","129.06222","35.15577",부전도서관,"20220104"
"2600165","129.06222","35.15577",부전도서관,"20231208"
"2600166","129.06219","35.15931",전포초등학교,"20220104"
"2600166","129.06219","35.15931",전포초등학교,"20231208"
"2600195","129.1716","35.17683",대림1차아파트,"20220104"
"2600195","129.1716","35.17683",대림1차아파트,"20231208"
"2600196","129.17437","35.17826",대동상가,"20220104"
"2600196","129.17437","35.17826",대동상가,"20231208"
"2600200","129.18245","35.17229",대우2차아파트,"20220104"
"2600200","129.18245","35.17229",대우2차아파트,"20231208"
"2600203","129.12347","35.20849",중리,"20220104"
"2600203","129.12347","35.20849",중리,"20231208"
"2600204","129.12186","35.20656",강변자동차매매단지,"20220104"
"2600204","129.12186","35.20656",강변자동차매매단지,"20231208"
"2600206","129.11911","35.20077",장산초등학교,"20220104"
"2600206","129.11911","35.20077",장산초등학교,"20231208"
"2600208","129.11841","35.19638",반여동부산은행,"20220104"
"2600208","129.11841","35.19638",반여동부산은행,"20231208"
"2600210","129.12085","35.18907",동해선재송역,"20220104"
"2600210","129.12085","35.18907",동해선재송역,"20231208"
"2600212","129.12917","35.195",반여시장,"20220104"
"2600212","129.12917","35.195",반여시장,"20231208"
"2600213","129.13038","35.19421",반산초등학교,"20220104"
"2600213","129.13038","35.19421",반산초등학교,"20231208"
"2600214","129.12955","35.19341",재송중학교,"20220104"
"2600214","129.12955","35.19341",재송중학교,"20231208"
"2600215","129.12834","35.19195",재송그린아파트,"20220104"
"2600215","129.12834","35.19195",재송그린아파트,"20231208"
"2600216","129.12651","35.18931",동부지청,"20220104"
"2600216","129.12651","35.18931",동부지청,"20231208"
"2600217","129.12591","35.18556",재송농협,"20220104"
"2600217","129.12591","35.18556",재송농협,"20231208"
"2600220","129.1243","35.18047",동해선센텀역,"20220104"
"2600220","129.1243","35.18047",동해선센텀역,"20231208"
"2600221","129.12802","35.17716",센텀고등학교,"20220104"
"2600221","129.12802","35.17716",센텀고등학교,"20231208"
"2600226","129.12357","35.16617",수영현대아파트.민락역,"20220104"
"2600226","129.12357","35.16617",수영현대아파트.민락역,"20231208"
"2600228","129.11305","35.16896",수영사적공원,"20220104"
"2600228","129.11305","35.16896",수영사적공원,"20231208"
"2600229","129.11079","35.1705",수영아파트,"20220104"
"2600229","129.11079","35.1705",수영아파트,"20231208"
"2600230","129.10722","35.17192",망미역,"20220104"
"2600230","129.10722","35.17192",망미역,"20231208"
"2600231","129.10259","35.17309",부산지방병무청,"20220104"
"2600231","129.10258","35.17308",부산울산지방병무청,"20231208"
"2600232","129.0998","35.17323",망미1파출소,"20220104"
"2600232","129.0998","35.17323",망미1파출소,"20231208"
"2600233","129.09553","35.17363",배산역,"20220104"
"2600233","129.09553","35.17363",배산역,"20231208"
"2600234","129.08909","35.17444",한독아파트,"20220104"
"2600234","129.08909","35.17444",한독아파트,"20231208"
"2600236","129.08266","35.17528",연제구청,"20220104"
"2600236","129.08266","35.17528",연제구청,"20231208"
"2600238","129.07314","35.17377",양정역6번출구,"20220104"
"2600238","129.07313","35.17377",양정역6번출구,"20231208"
"2600248","129.05959","35.13205",보급창,"20220104"
"2600248","129.05959","35.13205",보급창,"20231208"
"2600249","129.05723","35.13138",대양산업,"20220104"
"2600249","129.05723","35.13138",대양산업,"20231208"
"2600250","129.05421","35.13033",범일5동주민센터,"20220104"
"2600250","129.05421","35.13033",범일5동주민센터,"20231208"
"2600251","129.05447","35.12748",남해지방해양경찰청,"20220104"
"2600251","129.05447","35.12748",남해지방해양경찰청,"20231208"
"2600253","129.04745","35.11938","4부두","20220104"
"2600253","129.04745","35.11938","4부두","20231208"
"2600254","129.04293","35.11421",부산역후문,"20220104"
"2600254","129.04293","35.11421",부산역후문,"20231208"
"2600256","129.04011","35.10846","2부두","20220104"
"2600256","129.04011","35.10846","2부두","20231208"
"2600257","129.03897","35.10593",연안여객터미널,"20220104"
"2600257","129.03897","35.10593",연안여객터미널,"20231208"
"2600262","129.02896","35.097",신동아시장,"20220104"
"2600262","129.02896","35.097",신동아시장,"20231208"
"2600263","129.03225","35.09746",자갈치시장,"20220104"
"2600263","129.03225","35.09746",자갈치시장,"20231208"
"2600265","129.03852","35.10503",연안여객터미널,"20220104"
"2600265","129.03852","35.10503",연안여객터미널,"20231208"
"2600266","129.04065","35.10838","2부두","20220104"
"2600266","129.04065","35.10838","2부두","20231208"
"2600268","129.0445","35.11563",부산역후문,"20220104"
"2600268","129.0445","35.11563",부산역후문,"20231208"
"2600269","129.04729","35.11976","4부두","20220104"
"2600269","129.04729","35.11976","4부두","20231208"
"2600271","129.05485","35.12765",남해지방해양경찰청,"20220104"
"2600271","129.05485","35.12765",남해지방해양경찰청,"20231208"
"2600272","129.05463","35.13085",범일5동주민센터,"20220104"
"2600272","129.05463","35.13085",범일5동주민센터,"20231208"
"2600273","129.05889","35.13125",대양산업,"20220104"
"2600273","129.05889","35.13125",대양산업,"20231208"
"2600277","129.06102","35.14779",범내골역.상공회의소,"20220104"
"2600277","129.06102","35.14779",범내골역.상공회의소,"20231208"
"2600278","129.06321","35.14919",지오플레이스,"20220104"
"2600278","129.06321","35.14919",지오플레이스,"20231208"
"2600279","129.06249","35.15497",부전도서관,"20220104"
"2600279","129.06249","35.15497",부전도서관,"20231208"
"2600280","129.06243","35.15974",전포초등학교,"20220104"
"2600280","129.06243","35.15974",전포초등학교,"20231208"
"2600283","129.07242","35.17327",양정역4번출구,"20220104"
"2600283","129.07242","35.17327",양정역4번출구,"20231208"
"2600285","129.08125","35.17525",연제구청,"20220104"
"2600285","129.08125","35.17525",연제구청,"20231208"
"2600286","129.08789","35.17437",신리삼거리,"20220104"
"2600286","129.08789","35.17437",신리삼거리,"20231208"
"2600287","129.09108","35.17397",한독아파트,"20220104"
"2600287","129.09108","35.17397",한독아파트,"20231208"
"2600288","129.09578","35.17337",배산역,"20220104"
"2600288","129.09578","35.17337",배산역,"20231208"
"2600289","129.09933","35.17302",망미1파출소,"20220104"
"2600289","129.09933","35.17302",망미1파출소,"20231208"
"2600290","129.10339","35.17267",부산지방병무청,"20220104"
"2600290","129.10338","35.17267",부산울산지방병무청,"20231208"
"2600291","129.10712","35.17168",망미역,"20220104"
"2600291","129.10712","35.17168",망미역,"20231208"
"2600292","129.11111","35.17002",수영아파트,"20220104"
"2600292","129.11111","35.17002",수영아파트,"20231208"
"2600293","129.11263","35.16898",수영사적공원,"20220104"
"2600293","129.11263","35.16898",수영사적공원,"20231208"
"2600295","129.12332","35.16595",수영현대아파트.민락역,"20220104"
"2600295","129.12332","35.16595",수영현대아파트.민락역,"20231208"
"2600300","129.12894","35.17707",센텀고등학교,"20220104"
"2600300","129.12894","35.17707",센텀고등학교,"20231208"
"2600301","129.125","35.18003",동해선센텀역,"20220104"
"2600301","129.125","35.18003",동해선센텀역,"20231208"
"2600302","129.1262","35.18416",재송초등학교,"20220104"
"2600302","129.1262","35.18416",재송초등학교,"20231208"
"2600303","129.125","35.18526",재송농협,"20220104"
"2600303","129.125","35.18526",재송농협,"20231208"
"2600304","129.12678","35.18885",동부지청,"20220104"
"2600304","129.12678","35.18885",동부지청,"20231208"
"2600305","129.12809","35.19194",재송그린아파트,"20220104"
"2600305","129.12809","35.19194",재송그린아파트,"20231208"
"2600306","129.1306","35.19408",반산초등학교,"20220104"
"2600306","129.1306","35.19408",반산초등학교,"20231208"
"2600307","129.12913","35.19478",반여시장,"20220104"
"2600307","129.12913","35.19478",반여시장,"20231208"
"2600309","129.12075","35.19197",재송삼익아파트,"20220104"
"2600309","129.12075","35.19197",재송삼익아파트,"20231208"
"2600310","129.11902","35.19448",왕자맨션,"20220104"
"2600310","129.11902","35.19448",왕자맨션,"20231208"
"2600311","129.11866","35.19636",반여동부산은행,"20220104"
"2600311","129.11866","35.19636",반여동부산은행,"20231208"
"2600313","129.11929","35.20059",장산초등학교,"20220104"
"2600313","129.11929","35.20059",장산초등학교,"20231208"
"2600315","129.12185","35.20623",강변자동차매매단지,"20220104"
"2600315","129.12185","35.20623",강변자동차매매단지,"20231208"
"2600316","129.12362","35.20841",중리,"20220104"
"2600316","129.12362","35.20841",중리,"20231208"
"2600318","129.05182","35.09337",봉래동,"20220104"
"2600318","129.05182","35.09337",봉래동,"20231208"
"2600319","129.04947","35.09232",센트럴에일린의뜰,"20220104"
"2600319","129.04947","35.09232",센트럴에일린의뜰,"20231208"
"2600321","129.04687","35.0883",외나무약국,"20220104"
"2600321","129.04687","35.0883",외나무약국,"20231208"
"2600322","129.04618","35.08667",남도여중,"20220104"
"2600322","129.04618","35.08667",남도여중,"20231208"
"2600323","129.0453","35.08387",신선동주민센터,"20220104"
"2600323","129.0453","35.08387",신선동주민센터,"20231208"
"2600324","129.04475","35.08188",신선중학교,"20220104"
"2600324","129.04475","35.08188",신선중학교,"20231208"
"2600327","129.04287","35.08532",영선위교차로,"20220104"
"2600327","129.04283","35.08532",영선위교차로,"20231208"
"2600328","129.04033","35.08628",영선아랫교차로,"20220104"
"2600328","129.04033","35.08628",영선아랫교차로,"20231208"
"2600329","129.03862","35.08918",남항동,"20220104"
"2600329","129.03862","35.08918",남항동,"20231208"
"2600330","129.03752","35.09103",깡깡이예술마을,"20220104"
"2600330","129.03752","35.09103",깡깡이예술마을,"20231208"
"2600331","129.03763","35.0928",영도경찰서,"20220104"
"2600331","129.03763","35.0928",영도경찰서,"20231208"
"2600332","129.03588","35.09762",영도대교.남포역,"20220104"
"2600332","129.03588","35.09762",영도대교.남포역,"20231208"
"2600334","129.02349","35.0964",충무동교차로,"20220104"
"2600334","129.02349","35.0964",충무동교차로,"20231208"
"2600336","129.02425","35.08902",공동어시장,"20220104"
"2600336","129.02425","35.08902",공동어시장,"20231208"
"2600337","129.02442","35.08728",대진아파트,"20220104"
"2600337","129.02442","35.08728",대진아파트,"20231208"
"2600338","129.02468","35.08465",등대시장,"20220104"
"2600338","129.02468","35.08465",등대시장,"20231208"
"2600339","129.01304","35.23169",대림아파트,"20220104"
"2600339","129.01308","35.23168",대림아파트,"20231208"
"2600340","129.02132","35.07987",암남동주민센터,"20220104"
"2600340","129.02132","35.07987",암남동주민센터,"20231208"
"2600341","129.01747","35.07978",송도입구,"20220104"
"2600341","129.01747","35.07978",송도입구,"20231208"
"2600344","129.00982","35.08253",감천초등학교,"20220104"
"2600344","129.00982","35.08253",감천초등학교,"20231208"
"2600345","129.00898","35.08442",남성한빛가든,"20220104"
"2600345","129.00898","35.08442",남성한빛가든,"20231208"
"2600346","129.00592","35.08667",감천사거리,"20220104"
"2600346","129.00592","35.08667",감천사거리,"20231208"
"2600349","128.99767","35.09091",삼성여고,"20220104"
"2600349","128.99767","35.09091",삼성여고,"20231208"
"2600350","128.99298","35.09352",감천삼거리,"20220104"
"2600350","128.99298","35.09352",감천삼거리,"20231208"
"2600351","128.9941","35.09803",뉴코아아울렛,"20220104"
"2600351","128.9941","35.09803",뉴코아아울렛,"20231208"
"2600355","128.99345","35.09903",괴정사거리,"20220104"
"2600355","128.99345","35.09903",괴정사거리,"20231208"
"2600356","128.99345","35.09593",삼풍아파트,"20220104"
"2600356","128.99345","35.09593",삼풍아파트,"20231208"
"2600357","128.99273","35.09372",감천삼거리,"20220104"
"2600357","128.99273","35.09372",감천삼거리,"20231208"
"2600358","128.99745","35.09076",삼성여고,"20220104"
"2600358","128.99745","35.09076",삼성여고,"20231208"
"2600361","129.00867","35.08425",남성한빛가든,"20220104"
"2600361","129.00867","35.08425",남성한빛가든,"20231208"
"2600362","129.00927","35.0827",감천초등학교,"20220104"
"2600362","129.00927","35.0827",감천초등학교,"20231208"
"2600366","129.02172","35.07968",암남동주민센터,"20220104"
"2600366","129.02172","35.07968",암남동주민센터,"20231208"
"2600367","129.0134","35.23148",대림아파트,"20220104"
"2600367","129.01336","35.23149",대림아파트,"20231208"
"2600368","129.02498","35.08432",등대시장,"20220104"
"2600368","129.02498","35.08432",등대시장,"20231208"
"2600369","129.02467","35.08735",대진아파트,"20220104"
"2600369","129.02467","35.08735",대진아파트,"20231208"
"2600370","129.02443","35.08963",공동어시장,"20220104"
"2600370","129.02443","35.08963",공동어시장,"20231208"
"2600372","129.0238","35.09663",자갈치역.충무동교차로,"20220104"
"2600372","129.0238","35.09663",자갈치역.충무동교차로,"20231208"
"2600373","129.02933","35.09708",신동아시장,"20220104"
"2600373","129.02933","35.09708",신동아시장,"20231208"
"2600374","129.03285","35.09748",자갈치시장,"20220104"
"2600374","129.03285","35.09748",자갈치시장,"20231208"
"2600375","129.0358","35.09695",영도대교,"20220104"
"2600375","129.0358","35.09695",영도대교,"20231208"
"2600376","129.03713","35.09313",영도경찰서,"20220104"
"2600376","129.03713","35.09313",영도경찰서,"20231208"
"2600377","129.03722","35.09112",깡깡이예술마을,"20220104"
"2600377","129.03722","35.09112",깡깡이예술마을,"20231208"
"2600378","129.03828","35.08912",남항동,"20220104"
"2600378","129.03828","35.08912",남항동,"20231208"
"2600379","129.04003","35.08612",영선아랫교차로,"20220104"
"2600379","129.04003","35.08612",영선아랫교차로,"20231208"
"2600380","129.04213","35.08478",영선위교차로,"20220104"
"2600380","129.04214","35.08468",영선위교차로,"20231208"
"2600383","129.04487","35.08147",신선중학교,"20220104"
"2600383","129.04487","35.08147",신선중학교,"20231208"
"2600384","129.04538","35.08337",신선동주민센터,"20220104"
"2600384","129.04538","35.08337",신선동주민센터,"20231208"
"2600385","129.04618","35.08598",남도여중,"20220104"
"2600385","129.04618","35.08598",남도여중,"20231208"
"2600386","129.04725","35.08867",외나무약국,"20220104"
"2600386","129.04725","35.08867",외나무약국,"20231208"
"2600388","129.04905","35.09158",삼거리이용원,"20220104"
"2600388","129.04905","35.09158",삼거리이용원,"20231208"
"2600389","129.0501","35.09268",센트럴에일린의뜰,"20220104"
"2600389","129.0501","35.09268",센트럴에일린의뜰,"20231208"
"2600390","129.05155","35.09312",봉래동,"20220104"
"2600390","129.05155","35.09312",봉래동,"20231208"
"2600391","129.06225","35.08423",남부여객(종점),"20220104"
"2600391","129.06225","35.08423",남부여객(종점),"20231208"
"2600392","129.06253","35.08193",광명고교,"20220104"
"2600392","129.06253","35.08193",광명고교,"20231208"
"2600393","129.06373","35.08042",고신대3강의동,"20220104"
"2600393","129.06373","35.08042",고신대3강의동,"20231208"
"2600394","129.06447","35.07748",고신대학,"20220104"
"2600394","129.06447","35.07748",고신대학,"20231208"
"2600395","129.0653","35.07657",절영아파트,"20220104"
"2600395","129.0653","35.07657",절영아파트,"20231208"
"2600396","129.06782","35.0754",동삼1동행정복지센터,"20220104"
"2600396","129.06782","35.0754",동삼1동행정복지센터,"20231208"
"2600397","129.07053","35.07528",벽산비치타운,"20220104"
"2600397","129.07053","35.07528",벽산비치타운,"20231208"
"2600398","129.07182","35.07335",중리초등학교,"20220104"
"2600398","129.07182","35.07335",중리초등학교,"20231208"
"2600399","129.07125","35.0723",조양아파트,"20220104"
"2600399","129.07124","35.07231",조양아파트,"20231208"
"2600400","129.06917","35.07164",해동중학교,"20220104"
"2600400","129.06917","35.07164",해동중학교,"20231208"
"2600401","129.06686","35.07135",체육고등학교,"20220104"
"2600401","129.06686","35.07134",체육고등학교,"20231208"
"2600402","129.066492","35.069616",남고교,"20220104"
"2600402","129.066492","35.069616",남고교,"20231208"
"2600403","129.06202","35.07041",함지그린아파트,"20220104"
"2600403","129.06202","35.07041",함지그린아파트,"20231208"
"2600404","129.05848","35.07103","75광장","20220104"
"2600404","129.05848","35.07103","75광장","20231208"
"2600406","129.05397","35.07305",함지골수련원,"20220104"
"2600406","129.05397","35.07305",함지골수련원,"20231208"
"2600407","129.04835","35.07615",백련사,"20220104"
"2600407","129.04835","35.07615",백련사,"20231208"
"2600408","129.0464","35.07777",영선아파트,"20220104"
"2600408","129.0464","35.07777",영선아파트,"20231208"
"2600415","129.03783","35.09303",영도경찰서,"20220104"
"2600415","129.03783","35.09303",영도경찰서,"20231208"
"2600419","129.02213","35.09265",남부민시장입구,"20220104"
"2600419","129.02213","35.09265",남부민시장입구,"20231208"
"2600420","129.02319","35.08822",남부민초등학교,"20220104"
"2600420","129.02319","35.08822",남부민초등학교,"20231208"
"2600423","129.02177","35.08245",부산관광고교,"20220104"
"2600423","129.02177","35.08245",부산관광고교,"20231208"
